ocel_id,ocel_time,InvoiceReceiptMSEGWEAHR,MovementTypeMSEGBWART,new_value,PostingDateMKPFBLDAT,ocel_changed_field
goods receipt:1334,2024-01-11T11:03:00.000Z,,,,,InvoiceReceiptMSEGWEAHR
goods receipt:1334,2024-01-08T17:18:00.000Z,,,,,MovementTypeMSEGBWART
goods receipt:1334,2024-01-09T17:48:00.000Z,,,,,MovementTypeMSEGBWART
goods receipt:1334,2024-01-09T23:38:00.000Z,,,,,MovementTypeMSEGBWART
goods receipt:1334,2024-01-08T17:18:00.000Z,,,,,PostingDateMKPFBLDAT
goods receipt:1334,2024-01-09T17:48:00.000Z,,,,,PostingDateMKPFBLDAT
goods receipt:1334,2024-01-09T23:38:00.000Z,,,,,PostingDateMKPFBLDAT
goods receipt:799,1970-01-01T00:00:00.000Z,X,101,,2023-06-03 02:37:00,
goods receipt:799,2023-05-19T13:31:00.000Z,,,,,InvoiceReceiptMSEGWEAHR
goods receipt:799,2023-05-18T16:18:00.000Z,,,,,MovementTypeMSEGBWART
goods receipt:799,2023-05-22T00:37:00.000Z,,,,,MovementTypeMSEGBWART
goods receipt:799,2023-05-18T16:18:00.000Z,,,,,PostingDateMKPFBLDAT
goods receipt:799,2023-05-22T00:37:00.000Z,,,,,PostingDateMKPFBLDAT
goods receipt:1001,1970-01-01T00:00:00.000Z,X,101,,2023-09-17 14:30:00,
goods receipt:1001,2023-08-26T10:28:00.000Z,,,,,InvoiceReceiptMSEGWEAHR
goods receipt:1001,2023-08-23T08:07:00.000Z,,,,,MovementTypeMSEGBWART
goods receipt:1001,2023-08-24T19:57:00.000Z,,,,,MovementTypeMSEGBWART
goods receipt:1001,2023-08-29T12:30:00.000Z,,,,,MovementTypeMSEGBWART
goods receipt:1001,2023-08-23T08:07:00.000Z,,,,,PostingDateMKPFBLDAT
goods receipt:1001,2023-08-24T19:57:00.000Z,,,,,PostingDateMKPFBLDAT
goods receipt:1001,2023-08-29T12:30:00.000Z,,,,,PostingDateMKPFBLDAT
goods receipt:381,1970-01-01T00:00:00.000Z,X,101,,2022-10-08 09:54:00,
goods receipt:381,2022-10-05T17:02:00.000Z,,,,,InvoiceReceiptMSEGWEAHR
goods receipt:381,2022-09-28T07:54:00.000Z,,,,,MovementTypeMSEGBWART
goods receipt:381,2022-09-28T07:54:00.000Z,,,,,PostingDateMKPFBLDAT
goods receipt:1476,1970-01-01T00:00:00.000Z,X,101,,2024-04-02 08:44:00,
goods receipt:1476,2024-03-28T07:12:00.000Z,,,,,InvoiceReceiptMSEGWEAHR
goods receipt:1476,2024-03-15T07:44:00.000Z,,,,,MovementTypeMSEGBWART
goods receipt:1476,2024-03-15T07:44:00.000Z,,,,,PostingDateMKPFBLDAT
goods receipt:1540,1970-01-01T00:00:00.000Z,X,101,,2024-04-30 17:25:00,
goods receipt:1540,2024-04-21T18:48:00.000Z,,,,,InvoiceReceiptMSEGWEAHR
goods receipt:1540,2024-04-18T15:25:00.000Z,,,,,MovementTypeMSEGBWART
goods receipt:1540,2024-04-18T15:25:00.000Z,,,,,PostingDateMKPFBLDAT
goods receipt:395,1970-01-01T00:00:00.000Z,X,101,,2022-10-23 11:44:00,
goods receipt:395,2022-10-03T18:28:00.000Z,,,,,InvoiceReceiptMSEGWEAHR
goods receipt:395,2022-09-30T13:58:00.000Z,,,,,MovementTypeMSEGBWART
goods receipt:395,2022-10-03T17:25:00.000Z,,,,,MovementTypeMSEGBWART
goods receipt:395,2022-10-05T09:44:00.000Z,,,,,MovementTypeMSEGBWART
goods receipt:395,2022-09-30T13:58:00.000Z,,,,,PostingDateMKPFBLDAT
goods receipt:395,2022-10-03T17:25:00.000Z,,,,,PostingDateMKPFBLDAT
goods receipt:395,2022-10-05T09:44:00.000Z,,,,,PostingDateMKPFBLDAT
goods receipt:569,1970-01-01T00:00:00.000Z,X,101,,2023-02-07 04:13:00,
goods receipt:569,2023-01-29T03:04:00.000Z,,,,,InvoiceReceiptMSEGWEAHR
goods receipt:569,2023-01-27T03:13:00.000Z,,,,,MovementTypeMSEGBWART
goods receipt:569,2023-01-27T03:13:00.000Z,,,,,PostingDateMKPFBLDAT
goods receipt:1228,1970-01-01T00:00:00.000Z,X,101,,2023-12-27 03:15:00,
goods receipt:1228,2023-12-11T11:07:00.000Z,,,,,InvoiceReceiptMSEGWEAHR
goods receipt:1228,2023-12-05T07:39:00.000Z,,,,,MovementTypeMSEGBWART
goods receipt:1228,2023-12-07T02:15:00.000Z,,,,,MovementTypeMSEGBWART
goods receipt:1228,2023-12-05T07:39:00.000Z,,,,,PostingDateMKPFBLDAT
goods receipt:1228,2023-12-07T02:15:00.000Z,,,,,PostingDateMKPFBLDAT
goods receipt:1409,1970-01-01T00:00:00.000Z,X,101,,2024-03-02 23:49:00,
goods receipt:1409,2024-02-15T20:13:00.000Z,,,,,InvoiceReceiptMSEGWEAHR
goods receipt:1409,2024-02-13T14:12:00.000Z,,,,,MovementTypeMSEGBWART
goods receipt:1409,2024-02-14T02:19:00.000Z,,,,,MovementTypeMSEGBWART
goods receipt:1409,2024-02-16T22:49:00.000Z,,,,,MovementTypeMSEGBWART
goods receipt:1409,2024-02-13T14:12:00.000Z,,,,,PostingDateMKPFBLDAT
goods receipt:1409,2024-02-14T02:19:00.000Z,,,,,PostingDateMKPFBLDAT
goods receipt:1409,2024-02-16T22:49:00.000Z,,,,,PostingDateMKPFBLDAT
goods receipt:1025,1970-01-01T00:00:00.000Z,X,101,,2023-09-26 20:37:00,
goods receipt:1025,2023-09-06T02:14:00.000Z,,,,,InvoiceReceiptMSEGWEAHR
goods receipt:1025,2023-09-04T12:06:00.000Z,,,,,MovementTypeMSEGBWART
goods receipt:1025,2023-09-05T06:30:00.000Z,,,,,MovementTypeMSEGBWART
goods receipt:1025,2023-09-10T18:37:00.000Z,,,,,MovementTypeMSEGBWART
goods receipt:1025,2023-09-04T12:06:00.000Z,,,,,PostingDateMKPFBLDAT
goods receipt:1025,2023-09-05T06:30:00.000Z,,,,,PostingDateMKPFBLDAT
goods receipt:1025,2023-09-10T18:37:00.000Z,,,,,PostingDateMKPFBLDAT
goods receipt:478,1970-01-01T00:00:00.000Z,X,101,,2022-12-14 02:09:00,
goods receipt:478,2022-11-30T22:33:00.000Z,,,,,InvoiceReceiptMSEGWEAHR
goods receipt:478,2022-11-30T01:09:00.000Z,,,,,MovementTypeMSEGBWART
goods receipt:478,2022-11-30T01:09:00.000Z,,,,,PostingDateMKPFBLDAT
goods receipt:1834,1970-01-01T00:00:00.000Z,X,101,,2024-09-29 10:39:00,
goods receipt:1834,2024-09-10T23:33:00.000Z,,,,,InvoiceReceiptMSEGWEAHR
goods receipt:1834,2024-09-09T11:34:00.000Z,,,,,MovementTypeMSEGBWART
goods receipt:1834,2024-09-11T07:57:00.000Z,,,,,MovementTypeMSEGBWART
goods receipt:1834,2024-09-12T08:39:00.000Z,,,,,MovementTypeMSEGBWART
goods receipt:1834,2024-09-09T11:34:00.000Z,,,,,PostingDateMKPFBLDAT
goods receipt:1834,2024-09-11T07:57:00.000Z,,,,,PostingDateMKPFBLDAT
goods receipt:1834,2024-09-12T08:39:00.000Z,,,,,PostingDateMKPFBLDAT
goods receipt:308,1970-01-01T00:00:00.000Z,X,101,,2022-09-19 03:34:00,
goods receipt:308,2022-09-07T17:41:00.000Z,,,,,InvoiceReceiptMSEGWEAHR
goods receipt:308,2022-09-02T16:34:00.000Z,,,,,MovementTypeMSEGBWART
goods receipt:308,2022-09-02T19:30:00.000Z,,,,,MovementTypeMSEGBWART
goods receipt:308,2022-09-04T01:34:00.000Z,,,,,MovementTypeMSEGBWART
goods receipt:308,2022-09-02T16:34:00.000Z,,,,,PostingDateMKPFBLDAT
goods receipt:308,2022-09-02T19:30:00.000Z,,,,,PostingDateMKPFBLDAT
goods receipt:308,2022-09-04T01:34:00.000Z,,,,,PostingDateMKPFBLDAT
goods receipt:1340,1970-01-01T00:00:00.000Z,X,101,,2024-01-28 11:25:00,
goods receipt:1340,2024-01-15T13:10:00.000Z,,,,,InvoiceReceiptMSEGWEAHR
goods receipt:1340,2024-01-11T02:02:00.000Z,,,,,MovementTypeMSEGBWART
goods receipt:1340,2024-01-11T10:25:00.000Z,,,,,MovementTypeMSEGBWART
goods receipt:1340,2024-01-11T02:02:00.000Z,,,,,PostingDateMKPFBLDAT
goods receipt:1340,2024-01-11T10:25:00.000Z,,,,,PostingDateMKPFBLDAT
goods receipt:1136,1970-01-01T00:00:00.000Z,X,101,,2023-10-28 21:45:00,
goods receipt:1136,2023-10-21T15:38:00.000Z,,,,,InvoiceReceiptMSEGWEAHR
goods receipt:1136,2023-10-19T19:45:00.000Z,,,,,MovementTypeMSEGBWART
goods receipt:1136,2023-10-19T19:45:00.000Z,,,,,PostingDateMKPFBLDAT
goods receipt:982,1970-01-01T00:00:00.000Z,X,101,,2023-08-30 07:07:00,
goods receipt:982,2023-08-15T12:44:00.000Z,,,,,InvoiceReceiptMSEGWEAHR
goods receipt:982,2023-08-11T02:07:00.000Z,,,,,MovementTypeMSEGBWART
goods receipt:982,2023-08-12T05:07:00.000Z,,,,,MovementTypeMSEGBWART
goods receipt:982,2023-08-11T02:07:00.000Z,,,,,PostingDateMKPFBLDAT
goods receipt:982,2023-08-12T05:07:00.000Z,,,,,PostingDateMKPFBLDAT
goods receipt:1212,1970-01-01T00:00:00.000Z,X,101,,2023-12-11 14:13:00,
goods receipt:1212,2023-11-27T13:44:00.000Z,,,,,InvoiceReceiptMSEGWEAHR
goods receipt:1212,2023-11-27T13:13:00.000Z,,,,,MovementTypeMSEGBWART
goods receipt:1212,2023-11-27T13:13:00.000Z,,,,,PostingDateMKPFBLDAT
goods receipt:1111,1970-01-01T00:00:00.000Z,X,101,,2023-10-11 23:11:00,
goods receipt:1111,2023-10-06T08:46:00.000Z,,,,,InvoiceReceiptMSEGWEAHR
goods receipt:1111,2023-10-03T04:43:00.000Z,,,,,MovementTypeMSEGBWART
goods receipt:1111,2023-10-03T20:47:00.000Z,,,,,MovementTypeMSEGBWART
goods receipt:1111,2023-10-04T21:11:00.000Z,,,,,MovementTypeMSEGBWART
goods receipt:1111,2023-10-03T04:43:00.000Z,,,,,PostingDateMKPFBLDAT
goods receipt:1111,2023-10-03T20:47:00.000Z,,,,,PostingDateMKPFBLDAT
goods receipt:1111,2023-10-04T21:11:00.000Z,,,,,PostingDateMKPFBLDAT
goods receipt:1070,1970-01-01T00:00:00.000Z,X,101,,2023-10-06 15:01:00,
goods receipt:1070,2023-09-22T23:06:00.000Z,,,,,InvoiceReceiptMSEGWEAHR
goods receipt:1070,2023-09-16T09:41:00.000Z,,,,,MovementTypeMSEGBWART
goods receipt:1070,2023-09-19T07:10:00.000Z,,,,,MovementTypeMSEGBWART
goods receipt:1070,2023-09-19T13:01:00.000Z,,,,,MovementTypeMSEGBWART
goods receipt:1070,2023-09-16T09:41:00.000Z,,,,,PostingDateMKPFBLDAT
goods receipt:1070,2023-09-19T07:10:00.000Z,,,,,PostingDateMKPFBLDAT
goods receipt:1070,2023-09-19T13:01:00.000Z,,,,,PostingDateMKPFBLDAT
goods receipt:1360,1970-01-01T00:00:00.000Z,X,101,,2024-02-05 02:28:00,
goods receipt:1360,2024-01-24T02:04:00.000Z,,,,,InvoiceReceiptMSEGWEAHR
goods receipt:1360,2024-01-22T15:20:00.000Z,,,,,MovementTypeMSEGBWART
goods receipt:1360,2024-01-24T01:28:00.000Z,,,,,MovementTypeMSEGBWART
goods receipt:1360,2024-01-22T15:20:00.000Z,,,,,PostingDateMKPFBLDAT
goods receipt:1360,2024-01-24T01:28:00.000Z,,,,,PostingDateMKPFBLDAT
goods receipt:490,1970-01-01T00:00:00.000Z,X,101,,2022-12-17 17:05:00,
goods receipt:490,2022-12-06T13:34:00.000Z,,,,,InvoiceReceiptMSEGWEAHR
goods receipt:490,2022-12-05T21:03:00.000Z,,,,,MovementTypeMSEGBWART
goods receipt:490,2022-12-08T16:05:00.000Z,,,,,MovementTypeMSEGBWART
goods receipt:490,2022-12-05T21:03:00.000Z,,,,,PostingDateMKPFBLDAT
goods receipt:490,2022-12-08T16:05:00.000Z,,,,,PostingDateMKPFBLDAT
goods receipt:1087,1970-01-01T00:00:00.000Z,X,101,,2023-10-11 04:36:00,
goods receipt:1087,2023-09-26T16:37:00.000Z,,,,,InvoiceReceiptMSEGWEAHR
goods receipt:1087,2023-09-21T19:17:00.000Z,,,,,MovementTypeMSEGBWART
goods receipt:1087,2023-09-22T15:31:00.000Z,,,,,MovementTypeMSEGBWART
goods receipt:1087,2023-09-23T10:42:00.000Z,,,,,MovementTypeMSEGBWART
goods receipt:1087,2023-10-02T02:36:00.000Z,,,,,MovementTypeMSEGBWART
goods receipt:1087,2023-09-21T19:17:00.000Z,,,,,PostingDateMKPFBLDAT
goods receipt:1087,2023-09-22T15:31:00.000Z,,,,,PostingDateMKPFBLDAT
goods receipt:1087,2023-09-23T10:42:00.000Z,,,,,PostingDateMKPFBLDAT
goods receipt:1087,2023-10-02T02:36:00.000Z,,,,,PostingDateMKPFBLDAT
goods receipt:1177,1970-01-01T00:00:00.000Z,X,101,,2023-12-13 08:28:00,
goods receipt:1177,2023-11-17T08:22:00.000Z,,,,,InvoiceReceiptMSEGWEAHR
goods receipt:1177,2023-11-14T08:22:00.000Z,,,,,MovementTypeMSEGBWART
goods receipt:1177,2023-11-15T08:09:00.000Z,,,,,MovementTypeMSEGBWART
goods receipt:1177,2023-11-21T08:39:00.000Z,,,,,MovementTypeMSEGBWART
goods receipt:1177,2023-12-05T07:28:00.000Z,,,,,MovementTypeMSEGBWART
goods receipt:1177,2023-11-14T08:22:00.000Z,,,,,PostingDateMKPFBLDAT
goods receipt:1177,2023-11-15T08:09:00.000Z,,,,,PostingDateMKPFBLDAT
goods receipt:1177,2023-11-21T08:39:00.000Z,,,,,PostingDateMKPFBLDAT
goods receipt:1177,2023-12-05T07:28:00.000Z,,,,,PostingDateMKPFBLDAT
goods receipt:1804,1970-01-01T00:00:00.000Z,X,101,,2024-08-26 13:01:00,
goods receipt:1804,2024-08-15T11:04:00.000Z,,,,,InvoiceReceiptMSEGWEAHR
goods receipt:1804,2024-08-15T11:01:00.000Z,,,,,MovementTypeMSEGBWART
goods receipt:1804,2024-08-15T11:01:00.000Z,,,,,PostingDateMKPFBLDAT
goods receipt:1659,1970-01-01T00:00:00.000Z,X,101,,2024-06-26 08:44:00,
goods receipt:1659,2024-06-13T02:03:00.000Z,,,,,InvoiceReceiptMSEGWEAHR
goods receipt:1659,2024-06-07T10:20:00.000Z,,,,,MovementTypeMSEGBWART
goods receipt:1659,2024-06-08T06:44:00.000Z,,,,,MovementTypeMSEGBWART
goods receipt:1659,2024-06-07T10:20:00.000Z,,,,,PostingDateMKPFBLDAT
goods receipt:1659,2024-06-08T06:44:00.000Z,,,,,PostingDateMKPFBLDAT
goods receipt:1489,1970-01-01T00:00:00.000Z,X,101,,2024-04-04 09:08:00,
goods receipt:1489,2024-03-25T20:21:00.000Z,,,,,InvoiceReceiptMSEGWEAHR
goods receipt:1489,2024-03-21T08:08:00.000Z,,,,,MovementTypeMSEGBWART
goods receipt:1489,2024-03-21T08:08:00.000Z,,,,,PostingDateMKPFBLDAT
goods receipt:1851,1970-01-01T00:00:00.000Z,X,101,,2024-10-06 22:47:00,
goods receipt:1851,2024-09-22T01:21:00.000Z,,,,,InvoiceReceiptMSEGWEAHR
goods receipt:1851,2024-09-18T20:47:00.000Z,,,,,MovementTypeMSEGBWART
goods receipt:1851,2024-09-18T20:47:00.000Z,,,,,PostingDateMKPFBLDAT
goods receipt:828,1970-01-01T00:00:00.000Z,X,101,,2023-06-10 13:46:00,
goods receipt:828,2023-05-29T18:08:00.000Z,,,,,InvoiceReceiptMSEGWEAHR
goods receipt:828,2023-05-25T10:10:00.000Z,,,,,MovementTypeMSEGBWART
goods receipt:828,2023-05-31T11:46:00.000Z,,,,,MovementTypeMSEGBWART
goods receipt:828,2023-05-25T10:10:00.000Z,,,,,PostingDateMKPFBLDAT
goods receipt:828,2023-05-31T11:46:00.000Z,,,,,PostingDateMKPFBLDAT
goods receipt:244,1970-01-01T00:00:00.000Z,X,101,,2022-08-19 01:51:00,
goods receipt:244,2022-08-08T10:37:00.000Z,,,,,InvoiceReceiptMSEGWEAHR
goods receipt:244,2022-08-07T23:51:00.000Z,,,,,MovementTypeMSEGBWART
goods receipt:244,2022-08-07T23:51:00.000Z,,,,,PostingDateMKPFBLDAT
goods receipt:248,1970-01-01T00:00:00.000Z,X,101,,2022-08-21 18:44:00,
goods receipt:248,2022-08-12T18:16:00.000Z,,,,,InvoiceReceiptMSEGWEAHR
goods receipt:248,2022-08-10T16:44:00.000Z,,,,,MovementTypeMSEGBWART
goods receipt:248,2022-08-10T16:44:00.000Z,,,,,PostingDateMKPFBLDAT
goods receipt:1483,1970-01-01T00:00:00.000Z,X,101,,2024-04-01 03:40:00,
goods receipt:1483,2024-03-20T19:21:00.000Z,,,,,InvoiceReceiptMSEGWEAHR
goods receipt:1483,2024-03-20T11:10:00.000Z,,,,,MovementTypeMSEGBWART
goods receipt:1483,2024-03-22T02:40:00.000Z,,,,,MovementTypeMSEGBWART
goods receipt:1483,2024-03-20T11:10:00.000Z,,,,,PostingDateMKPFBLDAT
goods receipt:1483,2024-03-22T02:40:00.000Z,,,,,PostingDateMKPFBLDAT
goods receipt:1329,1970-01-01T00:00:00.000Z,X,101,,2024-01-24 12:13:00,
goods receipt:1329,2024-01-08T22:22:00.000Z,,,,,InvoiceReceiptMSEGWEAHR
goods receipt:1329,2024-01-07T07:47:00.000Z,,,,,MovementTypeMSEGBWART
goods receipt:1329,2024-01-07T09:31:00.000Z,,,,,MovementTypeMSEGBWART
goods receipt:1329,2024-01-07T11:13:00.000Z,,,,,MovementTypeMSEGBWART
goods receipt:1329,2024-01-07T07:47:00.000Z,,,,,PostingDateMKPFBLDAT
goods receipt:1329,2024-01-07T09:31:00.000Z,,,,,PostingDateMKPFBLDAT
goods receipt:1329,2024-01-07T11:13:00.000Z,,,,,PostingDateMKPFBLDAT
goods receipt:1234,1970-01-01T00:00:00.000Z,X,101,,2023-12-29 19:28:00,
goods receipt:1234,2023-12-09T02:12:00.000Z,,,,,InvoiceReceiptMSEGWEAHR
goods receipt:1234,2023-12-05T04:03:00.000Z,,,,,MovementTypeMSEGBWART
goods receipt:1234,2023-12-09T18:28:00.000Z,,,,,MovementTypeMSEGBWART
goods receipt:1234,2023-12-05T04:03:00.000Z,,,,,PostingDateMKPFBLDAT
goods receipt:1234,2023-12-09T18:28:00.000Z,,,,,PostingDateMKPFBLDAT
goods receipt:1921,1970-01-01T00:00:00.000Z,X,101,,2024-10-25 20:26:00,
goods receipt:1921,2024-10-08T21:20:00.000Z,,,,,InvoiceReceiptMSEGWEAHR
goods receipt:1921,2024-10-03T10:24:00.000Z,,,,,MovementTypeMSEGBWART
goods receipt:1921,2024-10-05T01:49:00.000Z,,,,,MovementTypeMSEGBWART
goods receipt:1921,2024-10-06T18:26:00.000Z,,,,,MovementTypeMSEGBWART
goods receipt:1921,2024-10-03T10:24:00.000Z,,,,,PostingDateMKPFBLDAT
goods receipt:1921,2024-10-05T01:49:00.000Z,,,,,PostingDateMKPFBLDAT
goods receipt:1921,2024-10-06T18:26:00.000Z,,,,,PostingDateMKPFBLDAT
goods receipt:453,1970-01-01T00:00:00.000Z,X,101,,2022-11-09 04:22:00,
goods receipt:453,2022-11-03T22:55:00.000Z,,,,,InvoiceReceiptMSEGWEAHR
goods receipt:453,2022-10-31T08:43:00.000Z,,,,,MovementTypeMSEGBWART
goods receipt:453,2022-11-01T03:22:00.000Z,,,,,MovementTypeMSEGBWART
goods receipt:453,2022-10-31T08:43:00.000Z,,,,,PostingDateMKPFBLDAT
goods receipt:453,2022-11-01T03:22:00.000Z,,,,,PostingDateMKPFBLDAT
goods receipt:911,1970-01-01T00:00:00.000Z,X,101,,2023-07-23 23:18:00,
goods receipt:911,2023-07-10T11:37:00.000Z,,,,,InvoiceReceiptMSEGWEAHR
goods receipt:911,2023-07-06T21:18:00.000Z,,,,,MovementTypeMSEGBWART
goods receipt:911,2023-07-06T21:18:00.000Z,,,,,PostingDateMKPFBLDAT
goods receipt:774,1970-01-01T00:00:00.000Z,X,101,,2023-05-20 02:15:00,
goods receipt:774,2023-05-08T09:44:00.000Z,,,,,InvoiceReceiptMSEGWEAHR
goods receipt:774,2023-05-08T00:15:00.000Z,,,,,MovementTypeMSEGBWART
goods receipt:774,2023-05-08T00:15:00.000Z,,,,,PostingDateMKPFBLDAT
goods receipt:1695,1970-01-01T00:00:00.000Z,X,101,,2024-07-03 17:38:00,
goods receipt:1695,2024-06-27T23:18:00.000Z,,,,,InvoiceReceiptMSEGWEAHR
goods receipt:1695,2024-06-24T20:54:00.000Z,,,,,MovementTypeMSEGBWART
goods receipt:1695,2024-06-25T15:11:00.000Z,,,,,MovementTypeMSEGBWART
goods receipt:1695,2024-06-25T15:38:00.000Z,,,,,MovementTypeMSEGBWART
goods receipt:1695,2024-06-24T20:54:00.000Z,,,,,PostingDateMKPFBLDAT
goods receipt:1695,2024-06-25T15:11:00.000Z,,,,,PostingDateMKPFBLDAT
goods receipt:1695,2024-06-25T15:38:00.000Z,,,,,PostingDateMKPFBLDAT
goods receipt:1770,1970-01-01T00:00:00.000Z,X,101,,2024-08-08 19:48:00,
goods receipt:1770,2024-07-23T16:33:00.000Z,,,,,InvoiceReceiptMSEGWEAHR
goods receipt:1770,2024-07-23T01:37:00.000Z,,,,,MovementTypeMSEGBWART
goods receipt:1770,2024-07-23T02:46:00.000Z,,,,,MovementTypeMSEGBWART
goods receipt:1770,2024-07-26T11:55:00.000Z,,,,,MovementTypeMSEGBWART
goods receipt:1770,2024-07-26T17:48:00.000Z,,,,,MovementTypeMSEGBWART
goods receipt:1770,2024-07-23T01:37:00.000Z,,,,,PostingDateMKPFBLDAT
goods receipt:1770,2024-07-23T02:46:00.000Z,,,,,PostingDateMKPFBLDAT
goods receipt:1770,2024-07-26T11:55:00.000Z,,,,,PostingDateMKPFBLDAT
goods receipt:1770,2024-07-26T17:48:00.000Z,,,,,PostingDateMKPFBLDAT
goods receipt:1902,1970-01-01T00:00:00.000Z,X,101,,2024-10-13 15:59:00,
goods receipt:1902,2024-10-03T11:37:00.000Z,,,,,InvoiceReceiptMSEGWEAHR
goods receipt:1902,2024-09-30T13:59:00.000Z,,,,,MovementTypeMSEGBWART
goods receipt:1902,2024-09-30T13:59:00.000Z,,,,,PostingDateMKPFBLDAT
goods receipt:461,1970-01-01T00:00:00.000Z,X,101,,2022-11-26 03:11:00,
goods receipt:461,2022-11-10T16:59:00.000Z,,,,,InvoiceReceiptMSEGWEAHR
goods receipt:461,2022-11-09T19:49:00.000Z,,,,,MovementTypeMSEGBWART
goods receipt:461,2022-11-10T16:10:00.000Z,,,,,MovementTypeMSEGBWART
goods receipt:461,2022-11-13T02:11:00.000Z,,,,,MovementTypeMSEGBWART
goods receipt:461,2022-11-09T19:49:00.000Z,,,,,PostingDateMKPFBLDAT
goods receipt:461,2022-11-10T16:10:00.000Z,,,,,PostingDateMKPFBLDAT
goods receipt:461,2022-11-13T02:11:00.000Z,,,,,PostingDateMKPFBLDAT
goods receipt:1773,1970-01-01T00:00:00.000Z,X,101,,2024-08-12 11:37:00,
goods receipt:1773,2024-07-29T00:08:00.000Z,,,,,InvoiceReceiptMSEGWEAHR
goods receipt:1773,2024-07-24T07:23:00.000Z,,,,,MovementTypeMSEGBWART
goods receipt:1773,2024-08-04T09:37:00.000Z,,,,,MovementTypeMSEGBWART
goods receipt:1773,2024-07-24T07:23:00.000Z,,,,,PostingDateMKPFBLDAT
goods receipt:1773,2024-08-04T09:37:00.000Z,,,,,PostingDateMKPFBLDAT
goods receipt:1124,1970-01-01T00:00:00.000Z,X,101,,2023-10-26 16:37:00,
goods receipt:1124,2023-10-10T11:03:00.000Z,,,,,InvoiceReceiptMSEGWEAHR
goods receipt:1124,2023-10-06T14:37:00.000Z,,,,,MovementTypeMSEGBWART
goods receipt:1124,2023-10-06T14:37:00.000Z,,,,,PostingDateMKPFBLDAT
goods receipt:1157,1970-01-01T00:00:00.000Z,X,101,,2023-11-22 21:39:00,
goods receipt:1157,2023-11-09T23:59:00.000Z,,,,,InvoiceReceiptMSEGWEAHR
goods receipt:1157,2023-11-07T09:39:00.000Z,,,,,MovementTypeMSEGBWART
goods receipt:1157,2023-11-08T20:39:00.000Z,,,,,MovementTypeMSEGBWART
goods receipt:1157,2023-11-07T09:39:00.000Z,,,,,PostingDateMKPFBLDAT
goods receipt:1157,2023-11-08T20:39:00.000Z,,,,,PostingDateMKPFBLDAT
goods receipt:1714,1970-01-01T00:00:00.000Z,X,101,,2024-07-23 05:24:00,
goods receipt:1714,2024-07-18T09:05:00.000Z,,,,,InvoiceReceiptMSEGWEAHR
goods receipt:1714,2024-07-13T03:24:00.000Z,,,,,MovementTypeMSEGBWART
goods receipt:1714,2024-07-13T03:24:00.000Z,,,,,PostingDateMKPFBLDAT
goods receipt:897,1970-01-01T00:00:00.000Z,X,101,,2023-07-22 13:34:00,
goods receipt:897,2023-07-05T18:03:00.000Z,,,,,InvoiceReceiptMSEGWEAHR
goods receipt:897,2023-07-04T11:34:00.000Z,,,,,MovementTypeMSEGBWART
goods receipt:897,2023-07-04T11:34:00.000Z,,,,,PostingDateMKPFBLDAT
goods receipt:295,1970-01-01T00:00:00.000Z,X,101,,2022-09-16 15:17:00,
goods receipt:295,2022-08-29T19:01:00.000Z,,,,,InvoiceReceiptMSEGWEAHR
goods receipt:295,2022-08-29T04:37:00.000Z,,,,,MovementTypeMSEGBWART
goods receipt:295,2022-08-29T13:17:00.000Z,,,,,MovementTypeMSEGBWART
goods receipt:295,2022-08-29T04:37:00.000Z,,,,,PostingDateMKPFBLDAT
goods receipt:295,2022-08-29T13:17:00.000Z,,,,,PostingDateMKPFBLDAT
goods receipt:1457,1970-01-01T00:00:00.000Z,X,101,,2024-03-16 17:01:00,
goods receipt:1457,2024-03-06T02:36:00.000Z,,,,,InvoiceReceiptMSEGWEAHR
goods receipt:1457,2024-03-04T16:01:00.000Z,,,,,MovementTypeMSEGBWART
goods receipt:1457,2024-03-04T16:01:00.000Z,,,,,PostingDateMKPFBLDAT
goods receipt:409,1970-01-01T00:00:00.000Z,X,101,,2022-10-17 08:00:00,
goods receipt:409,2022-10-10T19:01:00.000Z,,,,,InvoiceReceiptMSEGWEAHR
goods receipt:409,2022-10-09T06:00:00.000Z,,,,,MovementTypeMSEGBWART
goods receipt:409,2022-10-09T06:00:00.000Z,,,,,PostingDateMKPFBLDAT
goods receipt:1558,1970-01-01T00:00:00.000Z,X,101,,2024-05-11 06:47:00,
goods receipt:1558,2024-05-02T01:52:00.000Z,,,,,InvoiceReceiptMSEGWEAHR
goods receipt:1558,2024-05-01T04:47:00.000Z,,,,,MovementTypeMSEGBWART
goods receipt:1558,2024-05-01T04:47:00.000Z,,,,,PostingDateMKPFBLDAT
goods receipt:829,1970-01-01T00:00:00.000Z,X,101,,2023-06-08 01:28:00,
goods receipt:829,2023-05-29T12:38:00.000Z,,,,,InvoiceReceiptMSEGWEAHR
goods receipt:829,2023-05-26T20:22:00.000Z,,,,,MovementTypeMSEGBWART
goods receipt:829,2023-05-26T23:28:00.000Z,,,,,MovementTypeMSEGBWART
goods receipt:829,2023-05-26T20:22:00.000Z,,,,,PostingDateMKPFBLDAT
goods receipt:829,2023-05-26T23:28:00.000Z,,,,,PostingDateMKPFBLDAT
goods receipt:1152,1970-01-01T00:00:00.000Z,X,101,,2023-11-23 06:43:00,
goods receipt:1152,2023-11-03T14:00:00.000Z,,,,,InvoiceReceiptMSEGWEAHR
