ocel_id,ocel_time,PurchasingGroupEKKOEKGRP,PurchasingOrganizationEKKOEKORG,DocumentTypeEKKOBSART,ReleaseStatusEKKOFRGZU,VendorEKKOLIFNR,new_value,ocel_changed_field
purchase_order:442,2022-12-29T00:47:00.000Z,,,,,,,PurchasingOrganizationEKKOEKORG
purchase_order:442,2022-12-29T00:47:00.000Z,,,,,,,PurchasingGroupEKKOEKGRP
purchase_order:442,2022-12-29T00:47:00.000Z,,,,,,,DocumentTypeEKKOBSART
purchase_order:442,2023-01-03T06:19:00.000Z,,,,,,,ReleaseStatusEKKOFRGZU
purchase_order:181,1970-01-01T00:00:00.000Z,004,Global Bike Inc,Standard PO (NB),Fully Approved,Bearing Barons Inc,,
purchase_order:181,2022-07-14T08:51:00.000Z,,,,,,,VendorEKKOLIFNR
purchase_order:181,2022-07-14T08:51:00.000Z,,,,,,,PurchasingOrganizationEKKOEKORG
purchase_order:181,2022-07-14T08:51:00.000Z,,,,,,,PurchasingGroupEKKOEKGRP
purchase_order:181,2022-07-14T08:51:00.000Z,,,,,,,DocumentTypeEKKOBSART
purchase_order:181,2022-07-16T03:49:00.000Z,,,,,,,ReleaseStatusEKKOFRGZU
purchase_order:144,1970-01-01T00:00:00.000Z,004,Global Bike Inc,Standard PO (NB),Fully Approved,Hub Heroes Ltd,,
purchase_order:144,2022-06-24T14:27:00.000Z,,,,,,,VendorEKKOLIFNR
purchase_order:144,2022-06-24T14:27:00.000Z,,,,,,,PurchasingOrganizationEKKOEKORG
purchase_order:144,2022-06-24T14:27:00.000Z,,,,,,,PurchasingGroupEKKOEKGRP
purchase_order:144,2022-06-24T14:27:00.000Z,,,,,,,DocumentTypeEKKOBSART
purchase_order:144,2022-06-26T15:09:00.000Z,,,,,,,ReleaseStatusEKKOFRGZU
purchase_order:481,1970-01-01T00:00:00.000Z,001,Global Bike Inc,Standard PO (NB),Fully Approved,Secure Locks Co,,
purchase_order:481,2023-01-24T09:36:00.000Z,,,,,,,VendorEKKOLIFNR
purchase_order:481,2023-01-24T09:36:00.000Z,,,,,,,PurchasingOrganizationEKKOEKORG
purchase_order:481,2023-01-24T09:36:00.000Z,,,,,,,PurchasingGroupEKKOEKGRP
purchase_order:481,2023-01-24T09:36:00.000Z,,,,,,,DocumentTypeEKKOBSART
purchase_order:481,2023-01-27T12:15:00.000Z,,,,,,,ReleaseStatusEKKOFRGZU
purchase_order:1,1970-01-01T00:00:00.000Z,001,Global Bike Inc,Standard PO (NB),Fully Approved,Precision Gears Ltd,,
purchase_order:1,2022-04-07T00:22:00.000Z,,,,,,,VendorEKKOLIFNR
purchase_order:1,2022-04-07T00:22:00.000Z,,,,,,,PurchasingOrganizationEKKOEKORG
purchase_order:1,2022-04-07T00:22:00.000Z,,,,,,,PurchasingGroupEKKOEKGRP
purchase_order:1,2022-04-07T00:22:00.000Z,,,,,,,DocumentTypeEKKOBSART
purchase_order:1,2022-04-15T11:53:00.000Z,,,,,,,ReleaseStatusEKKOFRGZU
purchase_order:761,1970-01-01T00:00:00.000Z,004,Global Bike Inc,Standard PO (NB),Fully Approved,Tire Titans Ltd,,
purchase_order:761,2023-07-11T04:51:00.000Z,,,,,,,VendorEKKOLIFNR
purchase_order:761,2023-07-11T04:51:00.000Z,,,,,,,PurchasingOrganizationEKKOEKORG
purchase_order:761,2023-07-11T04:51:00.000Z,,,,,,,PurchasingGroupEKKOEKGRP
purchase_order:761,2023-07-11T04:51:00.000Z,,,,,,,DocumentTypeEKKOBSART
purchase_order:761,2023-07-15T03:38:00.000Z,,,,,,,ReleaseStatusEKKOFRGZU
purchase_order:812,1970-01-01T00:00:00.000Z,002,Global Bike Inc,Standard PO (NB),Fully Approved,Safety Gear Ltd,,
purchase_order:812,2023-08-07T17:30:00.000Z,,,,,,,VendorEKKOLIFNR
purchase_order:812,2023-08-07T17:30:00.000Z,,,,,,,PurchasingOrganizationEKKOEKORG
purchase_order:812,2023-08-07T17:30:00.000Z,,,,,,,PurchasingGroupEKKOEKGRP
purchase_order:812,2023-08-07T17:30:00.000Z,,,,,,,DocumentTypeEKKOBSART
purchase_order:812,2023-08-09T08:07:00.000Z,,,,,,,ReleaseStatusEKKOFRGZU
purchase_order:946,1970-01-01T00:00:00.000Z,003,Global Bike Inc,Standard PO (NB),Fully Approved,Strap Stars Inc,,
purchase_order:946,2023-10-16T18:20:00.000Z,,,,,,,VendorEKKOLIFNR
purchase_order:946,2023-10-16T18:20:00.000Z,,,,,,,PurchasingOrganizationEKKOEKORG
purchase_order:946,2023-10-16T18:20:00.000Z,,,,,,,PurchasingGroupEKKOEKGRP
purchase_order:946,2023-10-16T18:20:00.000Z,,,,,,,DocumentTypeEKKOBSART
purchase_order:946,2023-10-29T05:12:00.000Z,,,,,,,ReleaseStatusEKKOFRGZU
purchase_order:196,1970-01-01T00:00:00.000Z,004,Global Bike Inc,Standard PO (NB),Fully Approved,Cycle Component Corp,,
purchase_order:196,2022-07-21T02:07:00.000Z,,,,,,,VendorEKKOLIFNR
purchase_order:196,2022-07-21T02:07:00.000Z,,,,,,,PurchasingOrganizationEKKOEKORG
purchase_order:196,2022-07-21T02:07:00.000Z,,,,,,,PurchasingGroupEKKOEKGRP
purchase_order:196,2022-07-21T02:07:00.000Z,,,,,,,DocumentTypeEKKOBSART
purchase_order:196,2022-07-21T18:00:00.000Z,,,,,,,ReleaseStatusEKKOFRGZU
purchase_order:606,1970-01-01T00:00:00.000Z,001,Global Bike Inc,Standard PO (NB),Fully Approved,Precision Gears Ltd,,
purchase_order:606,2023-03-31T10:20:00.000Z,,,,,,,VendorEKKOLIFNR
purchase_order:606,2023-03-31T10:20:00.000Z,,,,,,,PurchasingOrganizationEKKOEKORG
purchase_order:606,2023-03-31T10:20:00.000Z,,,,,,,PurchasingGroupEKKOEKGRP
purchase_order:606,2023-03-31T10:20:00.000Z,,,,,,,DocumentTypeEKKOBSART
purchase_order:606,2023-04-09T17:50:00.000Z,,,,,,,ReleaseStatusEKKOFRGZU
purchase_order:160,1970-01-01T00:00:00.000Z,005,Global Bike Inc,Standard PO (NB),Fully Approved,Cassette Captains Co,,
purchase_order:160,2022-06-30T18:20:00.000Z,,,,,,,VendorEKKOLIFNR
purchase_order:160,2022-06-30T18:20:00.000Z,,,,,,,PurchasingOrganizationEKKOEKORG
purchase_order:160,2022-06-30T18:20:00.000Z,,,,,,,PurchasingGroupEKKOEKGRP
purchase_order:160,2022-06-30T18:20:00.000Z,,,,,,,DocumentTypeEKKOBSART
purchase_order:160,2022-07-03T15:25:00.000Z,,,,,,,ReleaseStatusEKKOFRGZU
purchase_order:535,1970-01-01T00:00:00.000Z,001,Global Bike Inc,Standard PO (NB),Fully Approved,Professional Cycling Products,,
purchase_order:535,2023-03-01T05:41:00.000Z,,,,,,,VendorEKKOLIFNR
purchase_order:535,2023-03-01T05:41:00.000Z,,,,,,,PurchasingOrganizationEKKOEKORG
purchase_order:535,2023-03-01T05:41:00.000Z,,,,,,,PurchasingGroupEKKOEKGRP
purchase_order:535,2023-03-01T05:41:00.000Z,,,,,,,DocumentTypeEKKOBSART
purchase_order:535,2023-03-12T07:48:00.000Z,,,,,,,ReleaseStatusEKKOFRGZU
purchase_order:1087,1970-01-01T00:00:00.000Z,002,Global Bike Inc,Standard PO (NB),Fully Approved,Road Protection Corp,,
purchase_order:1087,2023-12-26T08:28:00.000Z,,,,,,,VendorEKKOLIFNR
purchase_order:1087,2023-12-26T08:28:00.000Z,,,,,,,PurchasingOrganizationEKKOEKORG
purchase_order:1087,2023-12-26T08:28:00.000Z,,,,,,,PurchasingGroupEKKOEKGRP
purchase_order:1087,2023-12-26T08:28:00.000Z,,,,,,,DocumentTypeEKKOBSART
purchase_order:1087,2023-12-29T20:00:00.000Z,,,,,,,ReleaseStatusEKKOFRGZU
purchase_order:286,1970-01-01T00:00:00.000Z,003,Global Bike Inc,Standard PO (NB),Fully Approved,Cage Creators Ltd,,
purchase_order:286,2022-09-06T12:07:00.000Z,,,,,,,VendorEKKOLIFNR
purchase_order:286,2022-09-06T12:07:00.000Z,,,,,,,PurchasingOrganizationEKKOEKORG
purchase_order:286,2022-09-06T12:07:00.000Z,,,,,,,PurchasingGroupEKKOEKGRP
purchase_order:286,2022-09-06T12:07:00.000Z,,,,,,,DocumentTypeEKKOBSART
purchase_order:286,2022-09-07T16:29:00.000Z,,,,,,,ReleaseStatusEKKOFRGZU
purchase_order:825,1970-01-01T00:00:00.000Z,005,Global Bike Inc,Standard PO (NB),Fully Approved,Crankset Kings Ltd,,
purchase_order:825,2023-08-20T13:37:00.000Z,,,,,,,VendorEKKOLIFNR
purchase_order:825,2023-08-20T13:37:00.000Z,,,,,,,PurchasingOrganizationEKKOEKORG
purchase_order:825,2023-08-20T13:37:00.000Z,,,,,,,PurchasingGroupEKKOEKGRP
purchase_order:825,2023-08-20T13:37:00.000Z,,,,,,,DocumentTypeEKKOBSART
purchase_order:825,2023-08-26T15:05:00.000Z,,,,,,,ReleaseStatusEKKOFRGZU
purchase_order:628,1970-01-01T00:00:00.000Z,004,Global Bike Inc,Standard PO (NB),Fully Approved,Nipple Navigators Co,,
purchase_order:628,2023-04-10T16:08:00.000Z,,,,,,,VendorEKKOLIFNR
purchase_order:628,2023-04-10T16:08:00.000Z,,,,,,,PurchasingOrganizationEKKOEKORG
purchase_order:628,2023-04-10T16:08:00.000Z,,,,,,,PurchasingGroupEKKOEKGRP
purchase_order:628,2023-04-10T16:08:00.000Z,,,,,,,DocumentTypeEKKOBSART
purchase_order:628,2023-04-15T22:35:00.000Z,,,,,,,ReleaseStatusEKKOFRGZU
purchase_order:1046,1970-01-01T00:00:00.000Z,005,Global Bike Inc,Standard PO (NB),Fully Approved,Brake Bosses Ltd,,
purchase_order:1046,2023-12-05T02:48:00.000Z,,,,,,,VendorEKKOLIFNR
purchase_order:1046,2023-12-05T02:48:00.000Z,,,,,,,PurchasingOrganizationEKKOEKORG
purchase_order:1046,2023-12-05T02:48:00.000Z,,,,,,,PurchasingGroupEKKOEKGRP
purchase_order:1046,2023-12-05T02:48:00.000Z,,,,,,,DocumentTypeEKKOBSART
purchase_order:1046,2023-12-06T00:57:00.000Z,,,,,,,ReleaseStatusEKKOFRGZU
purchase_order:468,1970-01-01T00:00:00.000Z,003,Global Bike Inc,Standard PO (NB),Fully Approved,Bottle Bosses Co,,
purchase_order:468,2023-01-09T13:05:00.000Z,,,,,,,VendorEKKOLIFNR
purchase_order:468,2023-01-09T13:05:00.000Z,,,,,,,PurchasingOrganizationEKKOEKORG
purchase_order:468,2023-01-09T13:05:00.000Z,,,,,,,PurchasingGroupEKKOEKGRP
purchase_order:468,2023-01-09T13:05:00.000Z,,,,,,,DocumentTypeEKKOBSART
purchase_order:468,2023-01-10T06:21:00.000Z,,,,,,,ReleaseStatusEKKOFRGZU
purchase_order:192,1970-01-01T00:00:00.000Z,005,Global Bike Inc,Standard PO (NB),Fully Approved,Chainring Champions Inc,,
purchase_order:192,2022-07-18T19:25:00.000Z,,,,,,,VendorEKKOLIFNR
purchase_order:192,2022-07-18T19:25:00.000Z,,,,,,,PurchasingOrganizationEKKOEKORG
purchase_order:192,2022-07-18T19:25:00.000Z,,,,,,,PurchasingGroupEKKOEKGRP
purchase_order:192,2022-07-18T19:25:00.000Z,,,,,,,DocumentTypeEKKOBSART
purchase_order:192,2022-07-25T13:37:00.000Z,,,,,,,ReleaseStatusEKKOFRGZU
purchase_order:652,1970-01-01T00:00:00.000Z,002,Global Bike Inc,Standard PO (NB),Fully Approved,Glove Masters Ltd,,
purchase_order:652,2023-05-05T16:54:00.000Z,,,,,,,VendorEKKOLIFNR
purchase_order:652,2023-05-05T16:54:00.000Z,,,,,,,PurchasingOrganizationEKKOEKORG
purchase_order:652,2023-05-05T16:54:00.000Z,,,,,,,PurchasingGroupEKKOEKGRP
purchase_order:652,2023-05-05T16:54:00.000Z,,,,,,,DocumentTypeEKKOBSART
purchase_order:652,2023-05-10T05:27:00.000Z,,,,,,,ReleaseStatusEKKOFRGZU
purchase_order:1581,1970-01-01T00:00:00.000Z,004,Global Bike Inc,Standard PO (NB),Fully Approved,Cycle Component Corp,,
purchase_order:1581,2024-09-26T23:04:00.000Z,,,,,,,VendorEKKOLIFNR
purchase_order:1581,2024-09-26T23:04:00.000Z,,,,,,,PurchasingOrganizationEKKOEKORG
purchase_order:1581,2024-09-26T23:04:00.000Z,,,,,,,PurchasingGroupEKKOEKGRP
purchase_order:1581,2024-09-26T23:04:00.000Z,,,,,,,DocumentTypeEKKOBSART
purchase_order:1581,2024-10-02T04:24:00.000Z,,,,,,,ReleaseStatusEKKOFRGZU
purchase_order:121,1970-01-01T00:00:00.000Z,002,Global Bike Inc,Standard PO (NB),Fully Approved,Cycling Style Ltd,,
purchase_order:121,2022-06-12T00:41:00.000Z,,,,,,,VendorEKKOLIFNR
purchase_order:121,2022-06-12T00:41:00.000Z,,,,,,,PurchasingOrganizationEKKOEKORG
purchase_order:121,2022-06-12T00:41:00.000Z,,,,,,,PurchasingGroupEKKOEKGRP
purchase_order:121,2022-06-12T00:41:00.000Z,,,,,,,DocumentTypeEKKOBSART
purchase_order:121,2022-06-14T06:46:00.000Z,,,,,,,ReleaseStatusEKKOFRGZU
purchase_order:1359,1970-01-01T00:00:00.000Z,001,Global Bike Inc,Standard PO (NB),Fully Approved,Secure Locks Co,,
purchase_order:1359,2024-06-01T17:18:00.000Z,,,,,,,VendorEKKOLIFNR
purchase_order:1359,2024-06-01T17:18:00.000Z,,,,,,,PurchasingOrganizationEKKOEKORG
purchase_order:1359,2024-06-01T17:18:00.000Z,,,,,,,PurchasingGroupEKKOEKGRP
purchase_order:1359,2024-06-01T17:18:00.000Z,,,,,,,DocumentTypeEKKOBSART
purchase_order:1359,2024-06-05T21:01:00.000Z,,,,,,,ReleaseStatusEKKOFRGZU
purchase_order:941,1970-01-01T00:00:00.000Z,002,Global Bike Inc,Standard PO (NB),Fully Approved,Safety Suppliers Ltd,,
purchase_order:941,2023-10-16T15:33:00.000Z,,,,,,,VendorEKKOLIFNR
purchase_order:941,2023-10-16T15:33:00.000Z,,,,,,,PurchasingOrganizationEKKOEKORG
purchase_order:941,2023-10-16T15:33:00.000Z,,,,,,,PurchasingGroupEKKOEKGRP
purchase_order:941,2023-10-16T15:33:00.000Z,,,,,,,DocumentTypeEKKOBSART
purchase_order:941,2023-10-23T02:00:00.000Z,,,,,,,ReleaseStatusEKKOFRGZU
purchase_order:998,1970-01-01T00:00:00.000Z,001,Global Bike Inc,Standard PO (NB),Fully Approved,Professional Cycling Products,,
purchase_order:998,2023-11-20T12:21:00.000Z,,,,,,,VendorEKKOLIFNR
purchase_order:998,2023-11-20T12:21:00.000Z,,,,,,,PurchasingOrganizationEKKOEKORG
purchase_order:998,2023-11-20T12:21:00.000Z,,,,,,,PurchasingGroupEKKOEKGRP
purchase_order:998,2023-11-20T12:21:00.000Z,,,,,,,DocumentTypeEKKOBSART
purchase_order:998,2023-11-24T02:16:00.000Z,,,,,,,ReleaseStatusEKKOFRGZU
purchase_order:1172,1970-01-01T00:00:00.000Z,004,Global Bike Inc,Standard PO (NB),Fully Approved,Hub Heroes Ltd,,
purchase_order:1172,2024-02-14T07:56:00.000Z,,,,,,,VendorEKKOLIFNR
purchase_order:1172,2024-02-14T07:56:00.000Z,,,,,,,PurchasingOrganizationEKKOEKORG
purchase_order:1172,2024-02-14T07:56:00.000Z,,,,,,,PurchasingGroupEKKOEKGRP
purchase_order:1172,2024-02-14T07:56:00.000Z,,,,,,,DocumentTypeEKKOBSART
purchase_order:1172,2024-02-14T16:00:00.000Z,,,,,,,ReleaseStatusEKKOFRGZU
purchase_order:388,1970-01-01T00:00:00.000Z,004,Global Bike Inc,Standard PO (NB),Fully Approved,Nipple Navigators Co,,
purchase_order:388,2022-11-04T15:55:00.000Z,,,,,,,VendorEKKOLIFNR
purchase_order:388,2022-11-04T15:55:00.000Z,,,,,,,PurchasingOrganizationEKKOEKORG
purchase_order:388,2022-11-04T15:55:00.000Z,,,,,,,PurchasingGroupEKKOEKGRP
purchase_order:388,2022-11-04T15:55:00.000Z,,,,,,,DocumentTypeEKKOBSART
purchase_order:388,2022-11-09T12:06:00.000Z,,,,,,,ReleaseStatusEKKOFRGZU
purchase_order:753,1970-01-01T00:00:00.000Z,004,Global Bike Inc,Standard PO (NB),Fully Approved,Spoke Suppliers Inc,,
purchase_order:753,2023-07-05T06:29:00.000Z,,,,,,,VendorEKKOLIFNR
purchase_order:753,2023-07-05T06:29:00.000Z,,,,,,,PurchasingOrganizationEKKOEKORG
purchase_order:753,2023-07-05T06:29:00.000Z,,,,,,,PurchasingGroupEKKOEKGRP
purchase_order:753,2023-07-05T06:29:00.000Z,,,,,,,DocumentTypeEKKOBSART
purchase_order:753,2023-07-06T23:26:00.000Z,,,,,,,ReleaseStatusEKKOFRGZU
purchase_order:142,1970-01-01T00:00:00.000Z,002,Global Bike Inc,Standard PO (NB),Fully Approved,Comfort Clothing Inc,,
purchase_order:142,2022-06-23T09:57:00.000Z,,,,,,,VendorEKKOLIFNR
purchase_order:142,2022-06-23T09:57:00.000Z,,,,,,,PurchasingOrganizationEKKOEKORG
purchase_order:142,2022-06-23T09:57:00.000Z,,,,,,,PurchasingGroupEKKOEKGRP
purchase_order:142,2022-06-23T09:57:00.000Z,,,,,,,DocumentTypeEKKOBSART
purchase_order:142,2022-06-29T00:56:00.000Z,,,,,,,ReleaseStatusEKKOFRGZU
purchase_order:1543,1970-01-01T00:00:00.000Z,003,Global Bike Inc,Standard PO (NB),Fully Approved,Speedometer Specialists Co,,
purchase_order:1543,2024-09-13T19:08:00.000Z,,,,,,,VendorEKKOLIFNR
purchase_order:1543,2024-09-13T19:08:00.000Z,,,,,,,PurchasingOrganizationEKKOEKORG
purchase_order:1543,2024-09-13T19:08:00.000Z,,,,,,,PurchasingGroupEKKOEKGRP
purchase_order:1543,2024-09-13T19:08:00.000Z,,,,,,,DocumentTypeEKKOBSART
purchase_order:1543,2024-09-22T11:55:00.000Z,,,,,,,ReleaseStatusEKKOFRGZU
purchase_order:960,1970-01-01T00:00:00.000Z,005,Global Bike Inc,Standard PO (NB),Fully Approved,Brake Bosses Ltd,,
purchase_order:960,2023-10-24T12:36:00.000Z,,,,,,,VendorEKKOLIFNR
purchase_order:960,2023-10-24T12:36:00.000Z,,,,,,,PurchasingOrganizationEKKOEKORG
purchase_order:960,2023-10-24T12:36:00.000Z,,,,,,,PurchasingGroupEKKOEKGRP
purchase_order:960,2023-10-24T12:36:00.000Z,,,,,,,DocumentTypeEKKOBSART
purchase_order:960,2023-11-04T08:09:00.000Z,,,,,,,ReleaseStatusEKKOFRGZU
purchase_order:1125,1970-01-01T00:00:00.000Z,001,Global Bike Inc,Standard PO (NB),Fully Approved,Durable Bike Seats Inc,,
purchase_order:1125,2024-01-15T14:36:00.000Z,,,,,,,VendorEKKOLIFNR
purchase_order:1125,2024-01-15T14:36:00.000Z,,,,,,,PurchasingOrganizationEKKOEKORG
purchase_order:1125,2024-01-15T14:36:00.000Z,,,,,,,PurchasingGroupEKKOEKGRP
purchase_order:1125,2024-01-15T14:36:00.000Z,,,,,,,DocumentTypeEKKOBSART
purchase_order:1125,2024-01-16T15:55:00.000Z,,,,,,,ReleaseStatusEKKOFRGZU
purchase_order:365,1970-01-01T00:00:00.000Z,004,Global Bike Inc,Standard PO (NB),Fully Approved,Nipple Navigators Co,,
purchase_order:365,2022-10-11T06:42:00.000Z,,,,,,,VendorEKKOLIFNR
purchase_order:365,2022-10-11T06:42:00.000Z,,,,,,,PurchasingOrganizationEKKOEKORG
purchase_order:365,2022-10-11T06:42:00.000Z,,,,,,,PurchasingGroupEKKOEKGRP
purchase_order:365,2022-10-11T06:42:00.000Z,,,,,,,DocumentTypeEKKOBSART
purchase_order:365,2022-10-15T00:14:00.000Z,,,,,,,ReleaseStatusEKKOFRGZU
purchase_order:389,1970-01-01T00:00:00.000Z,003,Global Bike Inc,Standard PO (NB),Fully Approved,Cycling Accessory Corp,,
purchase_order:389,2022-11-05T01:49:00.000Z,,,,,,,VendorEKKOLIFNR
purchase_order:389,2022-11-05T01:49:00.000Z,,,,,,,PurchasingOrganizationEKKOEKORG
purchase_order:389,2022-11-05T01:49:00.000Z,,,,,,,PurchasingGroupEKKOEKGRP
purchase_order:389,2022-11-05T01:49:00.000Z,,,,,,,DocumentTypeEKKOBSART
purchase_order:389,2022-11-07T15:05:00.000Z,,,,,,,ReleaseStatusEKKOFRGZU
purchase_order:897,1970-01-01T00:00:00.000Z,005,Global Bike Inc,Standard PO (NB),Fully Approved,Cassette Captains Co,,
purchase_order:897,2023-09-13T08:32:00.000Z,,,,,,,VendorEKKOLIFNR
purchase_order:897,2023-09-13T08:32:00.000Z,,,,,,,PurchasingOrganizationEKKOEKORG
purchase_order:897,2023-09-13T08:32:00.000Z,,,,,,,PurchasingGroupEKKOEKGRP
purchase_order:897,2023-09-13T08:32:00.000Z,,,,,,,DocumentTypeEKKOBSART
purchase_order:897,2023-09-16T11:38:00.000Z,,,,,,,ReleaseStatusEKKOFRGZU
purchase_order:137,1970-01-01T00:00:00.000Z,004,Global Bike Inc,Standard PO (NB),Fully Approved,Spoke Suppliers Inc,,
purchase_order:137,2022-06-22T21:36:00.000Z,,,,,,,VendorEKKOLIFNR
purchase_order:137,2022-06-22T21:36:00.000Z,,,,,,,PurchasingOrganizationEKKOEKORG
purchase_order:137,2022-06-22T21:36:00.000Z,,,,,,,PurchasingGroupEKKOEKGRP
purchase_order:137,2022-06-22T21:36:00.000Z,,,,,,,DocumentTypeEKKOBSART
purchase_order:137,2022-06-29T17:34:00.000Z,,,,,,,ReleaseStatusEKKOFRGZU
purchase_order:1167,1970-01-01T00:00:00.000Z,002,Global Bike Inc,Standard PO (NB),Fully Approved,Comfort Clothing Inc,,
purchase_order:1167,2024-02-13T11:38:00.000Z,,,,,,,VendorEKKOLIFNR
purchase_order:1167,2024-02-13T11:38:00.000Z,,,,,,,PurchasingOrganizationEKKOEKORG
purchase_order:1167,2024-02-13T11:38:00.000Z,,,,,,,PurchasingGroupEKKOEKGRP
purchase_order:1167,2024-02-13T11:38:00.000Z,,,,,,,DocumentTypeEKKOBSART
purchase_order:1167,2024-02-13T19:24:00.000Z,,,,,,,ReleaseStatusEKKOFRGZU
purchase_order:947,1970-01-01T00:00:00.000Z,003,Global Bike Inc,Standard PO (NB),Fully Approved,Strap Stars Inc,,
purchase_order:947,2023-10-16T18:04:00.000Z,,,,,,,VendorEKKOLIFNR
purchase_order:947,2023-10-16T18:04:00.000Z,,,,,,,PurchasingOrganizationEKKOEKORG
purchase_order:947,2023-10-16T18:04:00.000Z,,,,,,,PurchasingGroupEKKOEKGRP
purchase_order:947,2023-10-16T18:04:00.000Z,,,,,,,DocumentTypeEKKOBSART
purchase_order:947,2023-10-20T01:49:00.000Z,,,,,,,ReleaseStatusEKKOFRGZU
purchase_order:838,1970-01-01T00:00:00.000Z,005,Global Bike Inc,Standard PO (NB),Fully Approved,Brake Bosses Ltd,,
purchase_order:838,2023-08-22T14:34:00.000Z,,,,,,,VendorEKKOLIFNR
purchase_order:838,2023-08-22T14:34:00.000Z,,,,,,,PurchasingOrganizationEKKOEKORG
purchase_order:838,2023-08-22T14:34:00.000Z,,,,,,,PurchasingGroupEKKOEKGRP
purchase_order:838,2023-08-22T14:34:00.000Z,,,,,,,DocumentTypeEKKOBSART
purchase_order:838,2023-08-29T02:48:00.000Z,,,,,,,ReleaseStatusEKKOFRGZU
purchase_order:1499,1970-01-01T00:00:00.000Z,003,Global Bike Inc,Standard PO (NB),Fully Approved,Speedometer Specialists Co,,
purchase_order:1499,2024-08-24T14:17:00.000Z,,,,,,,VendorEKKOLIFNR
purchase_order:1499,2024-08-24T14:17:00.000Z,,,,,,,PurchasingOrganizationEKKOEKORG
purchase_order:1499,2024-08-24T14:17:00.000Z,,,,,,,PurchasingGroupEKKOEKGRP
purchase_order:1499,2024-08-24T14:17:00.000Z,,,,,,,DocumentTypeEKKOBSART
purchase_order:1499,2024-08-29T21:34:00.000Z,,,,,,,ReleaseStatusEKKOFRGZU
purchase_order:353,1970-01-01T00:00:00.000Z,003,Global Bike Inc,Standard PO (NB),Fully Approved,Cage Creators Ltd,,
purchase_order:353,2022-10-07T07:16:00.000Z,,,,,,,VendorEKKOLIFNR
purchase_order:353,2022-10-07T07:16:00.000Z,,,,,,,PurchasingOrganizationEKKOEKORG
purchase_order:353,2022-10-07T07:16:00.000Z,,,,,,,PurchasingGroupEKKOEKGRP
purchase_order:353,2022-10-07T07:16:00.000Z,,,,,,,DocumentTypeEKKOBSART
purchase_order:353,2022-10-12T16:34:00.000Z,,,,,,,ReleaseStatusEKKOFRGZU
purchase_order:320,1970-01-01T00:00:00.000Z,003,Global Bike Inc,Standard PO (NB),Fully Approved,Cage Creators Ltd,,
purchase_order:320,2022-09-15T11:41:00.000Z,,,,,,,VendorEKKOLIFNR
purchase_order:320,2022-09-15T11:41:00.000Z,,,,,,,PurchasingOrganizationEKKOEKORG
purchase_order:320,2022-09-15T11:41:00.000Z,,,,,,,PurchasingGroupEKKOEKGRP
purchase_order:320,2022-09-15T11:41:00.000Z,,,,,,,DocumentTypeEKKOBSART
purchase_order:320,2022-09-15T17:29:00.000Z,,,,,,,ReleaseStatusEKKOFRGZU
purchase_order:1143,1970-01-01T00:00:00.000Z,004,Global Bike Inc,Standard PO (NB),Fully Approved,Hub Heroes Ltd,,
purchase_order:1143,2024-01-30T00:24:00.000Z,,,,,,,VendorEKKOLIFNR
purchase_order:1143,2024-01-30T00:24:00.000Z,,,,,,,PurchasingOrganizationEKKOEKORG
purchase_order:1143,2024-01-30T00:24:00.000Z,,,,,,,PurchasingGroupEKKOEKGRP
purchase_order:1143,2024-01-30T00:24:00.000Z,,,,,,,DocumentTypeEKKOBSART
purchase_order:1143,2024-02-03T01:15:00.000Z,,,,,,,ReleaseStatusEKKOFRGZU
purchase_order:350,1970-01-01T00:00:00.000Z,001,Global Bike Inc,Standard PO (NB),Fully Approved,Reliable Tyres Ltd,,
purchase_order:350,2022-10-07T10:36:00.000Z,,,,,,,VendorEKKOLIFNR
purchase_order:350,2022-10-07T10:36:00.000Z,,,,,,,PurchasingOrganizationEKKOEKORG
purchase_order:350,2022-10-07T10:36:00.000Z,,,,,,,PurchasingGroupEKKOEKGRP
purchase_order:350,2022-10-07T10:36:00.000Z,,,,,,,DocumentTypeEKKOBSART
purchase_order:350,2022-10-08T06:38:00.000Z,,,,,,,ReleaseStatusEKKOFRGZU
purchase_order:360,1970-01-01T00:00:00.000Z,002,Global Bike Inc,Standard PO (NB),Fully Approved,Cycling Style Ltd,,
purchase_order:360,2022-10-10T19:38:00.000Z,,,,,,,VendorEKKOLIFNR
purchase_order:360,2022-10-10T19:38:00.000Z,,,,,,,PurchasingOrganizationEKKOEKORG
purchase_order:360,2022-10-10T19:38:00.000Z,,,,,,,PurchasingGroupEKKOEKGRP
purchase_order:360,2022-10-10T19:38:00.000Z,,,,,,,DocumentTypeEKKOBSART
purchase_order:360,2022-10-12T15:17:00.000Z,,,,,,,ReleaseStatusEKKOFRGZU
purchase_order:42,1970-01-01T00:00:00.000Z,001,Global Bike Inc,Standard PO (NB),Fully Approved,Cycle Parts Manufacturing,,
purchase_order:42,2022-05-06T09:43:00.000Z,,,,,,,VendorEKKOLIFNR
purchase_order:42,2022-05-06T09:43:00.000Z,,,,,,,PurchasingOrganizationEKKOEKORG
purchase_order:42,2022-05-06T09:43:00.000Z,,,,,,,PurchasingGroupEKKOEKGRP
purchase_order:42,2022-05-06T09:43:00.000Z,,,,,,,DocumentTypeEKKOBSART
