ocel_id,ocel_time,PurchasingGroupEBANEKGRP,ReleaseIndicatorEBANFRGZU,new_value,ocel_changed_field
purchase_requisition:877:pr_trigger_877,1970-01-01T00:00:00.000Z,004,Released,,
purchase_requisition:877:pr_trigger_877,2024-08-24T07:57:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:877:pr_trigger_877,2024-09-02T03:39:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:394:pr_trigger_394,1970-01-01T00:00:00.000Z,001,Released,,
purchase_requisition:394:pr_trigger_394,2023-05-11T08:36:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:394:pr_trigger_394,2023-05-16T06:44:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:542:pr_trigger_542,1970-01-01T00:00:00.000Z,002,Released,,
purchase_requisition:542:pr_trigger_542,2023-09-30T04:27:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:542:pr_trigger_542,2023-10-02T17:10:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:645:pr_trigger_645,1970-01-01T00:00:00.000Z,005,Released,,
purchase_requisition:645:pr_trigger_645,2024-01-02T11:32:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:645:pr_trigger_645,2024-01-03T03:26:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:615:pr_trigger_615,1970-01-01T00:00:00.000Z,005,Released,,
purchase_requisition:615:pr_trigger_615,2023-12-12T02:25:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:615:pr_trigger_615,2023-12-12T22:32:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:591:pr_trigger_591,1970-01-01T00:00:00.000Z,004,Released,,
purchase_requisition:591:pr_trigger_591,2023-11-21T19:20:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:591:pr_trigger_591,2023-11-24T09:26:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:337:pr_trigger_337,1970-01-01T00:00:00.000Z,002,Released,,
purchase_requisition:337:pr_trigger_337,2023-03-06T23:51:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:337:pr_trigger_337,2023-03-08T14:20:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:284:pr_trigger_284,1970-01-01T00:00:00.000Z,002,Released,,
purchase_requisition:284:pr_trigger_284,2023-01-20T06:35:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:569:pr_trigger_569,1970-01-01T00:00:00.000Z,005,Released,,
purchase_requisition:569:pr_trigger_569,2023-11-04T23:56:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:871:pr_trigger_871,1970-01-01T00:00:00.000Z,005,Released,,
purchase_requisition:871:pr_trigger_871,2024-08-16T10:48:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:871:pr_trigger_871,2024-08-18T10:45:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:64:pr_trigger_64,1970-01-01T00:00:00.000Z,003,Released,,
purchase_requisition:64:pr_trigger_64,2022-05-28T00:56:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:64:pr_trigger_64,2022-05-30T21:21:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:0:pr_trigger_0,1970-01-01T00:00:00.000Z,003,Released,,
purchase_requisition:0:pr_trigger_0,2022-04-02T14:16:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:0:pr_trigger_0,2022-04-05T21:53:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:231:pr_trigger_231,1970-01-01T00:00:00.000Z,001,Released,,
purchase_requisition:231:pr_trigger_231,2022-10-31T09:15:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:231:pr_trigger_231,2022-10-31T10:26:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:461:pr_trigger_461,1970-01-01T00:00:00.000Z,004,Released,,
purchase_requisition:461:pr_trigger_461,2023-07-18T13:35:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:461:pr_trigger_461,2023-07-20T14:59:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:212:pr_trigger_212,1970-01-01T00:00:00.000Z,003,Released,,
purchase_requisition:212:pr_trigger_212,2022-10-05T00:21:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:212:pr_trigger_212,2022-10-05T09:42:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:923:pr_trigger_923,1970-01-01T00:00:00.000Z,002,Released,,
purchase_requisition:923:pr_trigger_923,2024-09-29T12:44:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:923:pr_trigger_923,2024-10-01T23:45:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:321:pr_trigger_321,1970-01-01T00:00:00.000Z,001,Released,,
purchase_requisition:321:pr_trigger_321,2023-02-23T11:19:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:321:pr_trigger_321,2023-03-04T05:14:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:640:pr_trigger_640,1970-01-01T00:00:00.000Z,004,Released,,
purchase_requisition:640:pr_trigger_640,2023-12-30T11:01:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:640:pr_trigger_640,2024-01-05T08:32:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:338:pr_trigger_338,1970-01-01T00:00:00.000Z,001,Released,,
purchase_requisition:338:pr_trigger_338,2023-03-05T18:04:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:651:pr_trigger_651,1970-01-01T00:00:00.000Z,001,Released,,
purchase_requisition:651:pr_trigger_651,2024-01-12T08:57:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:651:pr_trigger_651,2024-01-19T00:11:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:39:pr_trigger_39,1970-01-01T00:00:00.000Z,004,Released,,
purchase_requisition:39:pr_trigger_39,2022-05-06T17:44:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:39:pr_trigger_39,2022-05-13T01:53:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:105:pr_trigger_105,1970-01-01T00:00:00.000Z,005,Released,,
purchase_requisition:105:pr_trigger_105,2022-07-11T10:26:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:105:pr_trigger_105,2022-07-15T03:33:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:236:pr_trigger_236,1970-01-01T00:00:00.000Z,005,Released,,
purchase_requisition:236:pr_trigger_236,2022-11-22T05:14:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:236:pr_trigger_236,2022-11-23T10:42:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:741:pr_trigger_741,1970-01-01T00:00:00.000Z,001,Released,,
purchase_requisition:741:pr_trigger_741,2024-04-20T10:09:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:490:pr_trigger_490,1970-01-01T00:00:00.000Z,003,Released,,
purchase_requisition:490:pr_trigger_490,2023-08-16T03:12:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:490:pr_trigger_490,2023-08-18T17:55:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:626:pr_trigger_626,1970-01-01T00:00:00.000Z,004,Released,,
purchase_requisition:626:pr_trigger_626,2023-12-16T22:13:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:626:pr_trigger_626,2023-12-20T11:16:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:269:pr_trigger_269,1970-01-01T00:00:00.000Z,003,Released,,
purchase_requisition:269:pr_trigger_269,2022-12-30T13:20:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:269:pr_trigger_269,2023-01-01T23:45:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:348:pr_trigger_348,1970-01-01T00:00:00.000Z,001,Released,,
purchase_requisition:348:pr_trigger_348,2023-03-25T19:58:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:908:pr_trigger_908,1970-01-01T00:00:00.000Z,003,Released,,
purchase_requisition:908:pr_trigger_908,2024-09-18T06:30:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:908:pr_trigger_908,2024-09-20T22:08:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:188:pr_trigger_188,1970-01-01T00:00:00.000Z,005,Released,,
purchase_requisition:188:pr_trigger_188,2022-09-12T22:54:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:188:pr_trigger_188,2022-09-19T03:17:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:902:pr_trigger_902,1970-01-01T00:00:00.000Z,005,Released,,
purchase_requisition:902:pr_trigger_902,2024-09-16T16:10:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:902:pr_trigger_902,2024-09-23T07:01:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:886:pr_trigger_886,1970-01-01T00:00:00.000Z,002,Released,,
purchase_requisition:886:pr_trigger_886,2024-09-14T01:29:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:886:pr_trigger_886,2024-09-20T02:08:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:663:pr_trigger_663,1970-01-01T00:00:00.000Z,001,Released,,
purchase_requisition:663:pr_trigger_663,2024-01-23T13:22:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:663:pr_trigger_663,2024-01-27T02:12:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:214:pr_trigger_214,1970-01-01T00:00:00.000Z,005,Released,,
purchase_requisition:214:pr_trigger_214,2022-10-09T06:24:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:214:pr_trigger_214,2022-10-12T23:13:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:73:pr_trigger_73,1970-01-01T00:00:00.000Z,004,Released,,
purchase_requisition:73:pr_trigger_73,2022-06-04T18:58:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:73:pr_trigger_73,2022-06-08T10:26:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:47:pr_trigger_47,1970-01-01T00:00:00.000Z,002,Released,,
purchase_requisition:47:pr_trigger_47,2022-05-17T22:17:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:47:pr_trigger_47,2022-05-20T21:56:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:771:pr_trigger_771,1970-01-01T00:00:00.000Z,004,Released,,
purchase_requisition:771:pr_trigger_771,2024-05-05T12:11:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:771:pr_trigger_771,2024-05-07T03:27:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:358:pr_trigger_358,1970-01-01T00:00:00.000Z,005,Released,,
purchase_requisition:358:pr_trigger_358,2023-03-30T17:45:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:358:pr_trigger_358,2023-04-01T13:23:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:410:pr_trigger_410,1970-01-01T00:00:00.000Z,001,Released,,
purchase_requisition:410:pr_trigger_410,2023-05-25T08:44:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:410:pr_trigger_410,2023-05-25T09:56:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:427:pr_trigger_427,1970-01-01T00:00:00.000Z,001,Released,,
purchase_requisition:427:pr_trigger_427,2023-06-12T22:27:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:79:pr_trigger_79,1970-01-01T00:00:00.000Z,002,Released,,
purchase_requisition:79:pr_trigger_79,2022-06-18T13:46:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:132:pr_trigger_132,1970-01-01T00:00:00.000Z,005,Released,,
purchase_requisition:132:pr_trigger_132,2022-08-12T06:29:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:132:pr_trigger_132,2022-08-22T11:57:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:493:pr_trigger_493,1970-01-01T00:00:00.000Z,005,Released,,
purchase_requisition:493:pr_trigger_493,2023-08-16T14:14:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:493:pr_trigger_493,2023-08-22T18:53:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:55:pr_trigger_55,1970-01-01T00:00:00.000Z,003,Released,,
purchase_requisition:55:pr_trigger_55,2022-05-19T15:44:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:80:pr_trigger_80,1970-01-01T00:00:00.000Z,003,Released,,
purchase_requisition:80:pr_trigger_80,2022-06-18T09:14:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:80:pr_trigger_80,2022-06-22T06:53:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:517:pr_trigger_517,1970-01-01T00:00:00.000Z,005,Released,,
purchase_requisition:517:pr_trigger_517,2023-09-14T09:50:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:517:pr_trigger_517,2023-09-14T16:43:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:56:pr_trigger_56,1970-01-01T00:00:00.000Z,003,Released,,
purchase_requisition:56:pr_trigger_56,2022-05-19T07:45:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:56:pr_trigger_56,2022-05-21T00:54:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:605:pr_trigger_605,1970-01-01T00:00:00.000Z,005,Released,,
purchase_requisition:605:pr_trigger_605,2023-11-29T18:48:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:605:pr_trigger_605,2023-12-02T09:00:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:760:pr_trigger_760,1970-01-01T00:00:00.000Z,001,Released,,
purchase_requisition:760:pr_trigger_760,2024-04-25T00:13:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:796:pr_trigger_796,1970-01-01T00:00:00.000Z,005,Released,,
purchase_requisition:796:pr_trigger_796,2024-05-25T03:45:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:796:pr_trigger_796,2024-05-27T15:46:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:913:pr_trigger_913,1970-01-01T00:00:00.000Z,003,Released,,
purchase_requisition:913:pr_trigger_913,2024-09-25T08:29:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:913:pr_trigger_913,2024-10-02T00:12:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:843:pr_trigger_843,1970-01-01T00:00:00.000Z,001,Released,,
purchase_requisition:843:pr_trigger_843,2024-07-08T14:26:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:843:pr_trigger_843,2024-07-13T06:04:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:359:pr_trigger_359,1970-01-01T00:00:00.000Z,004,Released,,
purchase_requisition:359:pr_trigger_359,2023-03-30T02:07:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:359:pr_trigger_359,2023-03-30T17:34:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:845:pr_trigger_845,1970-01-01T00:00:00.000Z,003,Released,,
purchase_requisition:845:pr_trigger_845,2024-07-10T00:40:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:845:pr_trigger_845,2024-07-10T13:09:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:725:pr_trigger_725,1970-01-01T00:00:00.000Z,001,Released,,
purchase_requisition:725:pr_trigger_725,2024-03-25T13:13:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:725:pr_trigger_725,2024-04-02T22:27:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:534:pr_trigger_534,1970-01-01T00:00:00.000Z,004,Released,,
purchase_requisition:534:pr_trigger_534,2023-09-15T15:43:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:534:pr_trigger_534,2023-09-19T05:57:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:667:pr_trigger_667,1970-01-01T00:00:00.000Z,005,Released,,
purchase_requisition:667:pr_trigger_667,2024-02-01T16:27:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:667:pr_trigger_667,2024-02-03T01:39:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:905:pr_trigger_905,1970-01-01T00:00:00.000Z,004,Released,,
purchase_requisition:905:pr_trigger_905,2024-09-16T09:52:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:905:pr_trigger_905,2024-09-16T21:28:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:7:pr_trigger_7,1970-01-01T00:00:00.000Z,004,Released,,
purchase_requisition:7:pr_trigger_7,2022-04-07T22:35:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:671:pr_trigger_671,1970-01-01T00:00:00.000Z,004,Released,,
purchase_requisition:671:pr_trigger_671,2024-01-30T21:44:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:671:pr_trigger_671,2024-02-03T16:11:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:792:pr_trigger_792,1970-01-01T00:00:00.000Z,001,Released,,
purchase_requisition:792:pr_trigger_792,2024-05-20T08:56:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:792:pr_trigger_792,2024-05-30T13:55:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:815:pr_trigger_815,1970-01-01T00:00:00.000Z,004,Released,,
purchase_requisition:815:pr_trigger_815,2024-06-14T07:40:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:815:pr_trigger_815,2024-06-16T10:37:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:703:pr_trigger_703,1970-01-01T00:00:00.000Z,003,Released,,
purchase_requisition:703:pr_trigger_703,2024-03-02T19:08:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:703:pr_trigger_703,2024-03-04T09:58:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:350:pr_trigger_350,1970-01-01T00:00:00.000Z,004,Released,,
purchase_requisition:350:pr_trigger_350,2023-03-25T03:30:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:350:pr_trigger_350,2023-04-07T16:48:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:314:pr_trigger_314,1970-01-01T00:00:00.000Z,001,Released,,
purchase_requisition:314:pr_trigger_314,2023-02-24T20:39:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:149:pr_trigger_149,1970-01-01T00:00:00.000Z,005,Released,,
purchase_requisition:149:pr_trigger_149,2022-08-22T12:11:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:149:pr_trigger_149,2022-08-24T16:56:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:189:pr_trigger_189,1970-01-01T00:00:00.000Z,004,Released,,
purchase_requisition:189:pr_trigger_189,2022-09-15T04:50:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:189:pr_trigger_189,2022-09-22T02:25:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:1:pr_trigger_1,1970-01-01T00:00:00.000Z,001,Released,,
purchase_requisition:1:pr_trigger_1,2022-04-04T09:44:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:1:pr_trigger_1,2022-04-06T09:49:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:495:pr_trigger_495,1970-01-01T00:00:00.000Z,001,Released,,
purchase_requisition:495:pr_trigger_495,2023-08-16T10:18:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:495:pr_trigger_495,2023-08-17T13:13:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:5:pr_trigger_5,1970-01-01T00:00:00.000Z,005,Released,,
purchase_requisition:5:pr_trigger_5,2022-04-06T16:03:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:152:pr_trigger_152,1970-01-01T00:00:00.000Z,004,Released,,
purchase_requisition:152:pr_trigger_152,2022-08-22T15:56:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:152:pr_trigger_152,2022-08-25T08:12:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:392:pr_trigger_392,1970-01-01T00:00:00.000Z,002,Released,,
purchase_requisition:392:pr_trigger_392,2023-05-17T22:59:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:392:pr_trigger_392,2023-05-19T16:58:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:113:pr_trigger_113,1970-01-01T00:00:00.000Z,005,Released,,
purchase_requisition:113:pr_trigger_113,2022-07-23T09:13:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:113:pr_trigger_113,2022-08-03T00:50:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:619:pr_trigger_619,1970-01-01T00:00:00.000Z,005,Released,,
purchase_requisition:619:pr_trigger_619,2023-12-17T12:14:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:619:pr_trigger_619,2023-12-20T11:43:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:621:pr_trigger_621,1970-01-01T00:00:00.000Z,001,Released,,
purchase_requisition:621:pr_trigger_621,2023-12-12T14:29:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:621:pr_trigger_621,2023-12-13T03:16:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:343:pr_trigger_343,1970-01-01T00:00:00.000Z,004,Released,,
purchase_requisition:343:pr_trigger_343,2023-03-16T19:59:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:343:pr_trigger_343,2023-03-17T15:23:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:355:pr_trigger_355,1970-01-01T00:00:00.000Z,004,Released,,
purchase_requisition:355:pr_trigger_355,2023-03-30T06:50:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:639:pr_trigger_639,1970-01-01T00:00:00.000Z,002,Released,,
purchase_requisition:639:pr_trigger_639,2023-12-29T00:11:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:639:pr_trigger_639,2024-01-04T03:47:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:515:pr_trigger_515,1970-01-01T00:00:00.000Z,001,Released,,
purchase_requisition:515:pr_trigger_515,2023-09-08T14:37:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:464:pr_trigger_464,1970-01-01T00:00:00.000Z,004,Released,,
purchase_requisition:464:pr_trigger_464,2023-07-23T10:48:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:129:pr_trigger_129,1970-01-01T00:00:00.000Z,005,Released,,
purchase_requisition:129:pr_trigger_129,2022-08-05T02:35:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:887:pr_trigger_887,1970-01-01T00:00:00.000Z,001,Released,,
purchase_requisition:887:pr_trigger_887,2024-08-30T15:37:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:887:pr_trigger_887,2024-09-05T19:56:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:702:pr_trigger_702,1970-01-01T00:00:00.000Z,001,Released,,
purchase_requisition:702:pr_trigger_702,2024-02-26T10:37:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:702:pr_trigger_702,2024-02-27T04:48:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:614:pr_trigger_614,1970-01-01T00:00:00.000Z,003,Released,,
purchase_requisition:614:pr_trigger_614,2023-12-08T14:10:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:793:pr_trigger_793,1970-01-01T00:00:00.000Z,003,Released,,
purchase_requisition:793:pr_trigger_793,2024-05-24T08:29:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:11:pr_trigger_11,1970-01-01T00:00:00.000Z,001,Released,,
purchase_requisition:11:pr_trigger_11,2022-04-11T09:50:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:316:pr_trigger_316,1970-01-01T00:00:00.000Z,003,Released,,
purchase_requisition:316:pr_trigger_316,2023-02-20T11:43:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:316:pr_trigger_316,2023-02-22T01:40:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:713:pr_trigger_713,1970-01-01T00:00:00.000Z,005,Released,,
purchase_requisition:713:pr_trigger_713,2024-03-10T08:40:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:713:pr_trigger_713,2024-03-14T09:43:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:439:pr_trigger_439,1970-01-01T00:00:00.000Z,003,Released,,
purchase_requisition:439:pr_trigger_439,2023-06-25T14:29:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:732:pr_trigger_732,1970-01-01T00:00:00.000Z,002,Released,,
purchase_requisition:732:pr_trigger_732,2024-04-03T21:34:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:732:pr_trigger_732,2024-04-11T18:12:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:801:pr_trigger_801,1970-01-01T00:00:00.000Z,004,Released,,
purchase_requisition:801:pr_trigger_801,2024-06-03T23:05:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:801:pr_trigger_801,2024-06-04T16:53:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:298:pr_trigger_298,1970-01-01T00:00:00.000Z,003,Released,,
purchase_requisition:298:pr_trigger_298,2023-02-11T14:13:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:298:pr_trigger_298,2023-02-27T09:21:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:521:pr_trigger_521,1970-01-01T00:00:00.000Z,005,Released,,
purchase_requisition:521:pr_trigger_521,2023-09-08T08:14:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:521:pr_trigger_521,2023-09-08T13:13:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:808:pr_trigger_808,1970-01-01T00:00:00.000Z,005,Released,,
purchase_requisition:808:pr_trigger_808,2024-06-06T14:57:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:808:pr_trigger_808,2024-06-10T01:32:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:809:pr_trigger_809,1970-01-01T00:00:00.000Z,002,Released,,
purchase_requisition:809:pr_trigger_809,2024-06-08T07:08:00.000Z,,,,ReleaseIndicatorEBANFRGZU
