ocel_id,ocel_time,NetPriceEKPONETPR,QuantityEKPOMENGE,DeliveryDateEKPOBEDAT,PlantEKPOWERKS,MaterialEKPOMATNR,StorageLocationEKPOLGORT,ocel_changed_field
material:900,1970-01-01T00:00:00.000Z,1350.0,90.0,2023-10-27 09:30:16.863657,4000,BOTTOM_BRACKET,0003,
material:610,1970-01-01T00:00:00.000Z,350.0,16.0,2023-10-23 09:30:14.844474,1000,GLOVES_L,0001,
material:580,1970-01-01T00:00:00.000Z,350.0,48.0,2023-10-16 09:30:14.641998,4000,PANTS_S,0005,
material:1527,1970-01-01T00:00:00.000Z,1100.0,80.0,2023-10-22 09:30:22.644418,2000,TUBE_26,0004,
material:1708,1970-01-01T00:00:00.000Z,1350.0,31.0,2023-10-05 09:30:24.724940,1000,SHIFT_LEVER,0005,
material:338,1970-01-01T00:00:00.000Z,950.0,30.0,2023-10-13 09:30:12.555786,1000,TIRE_28,0005,
material:609,1970-01-01T00:00:00.000Z,1400.0,33.0,2023-10-15 09:30:14.839582,2000,CRANKSET,0002,
material:666,1970-01-01T00:00:00.000Z,750.0,42.0,2023-10-04 09:30:15.199896,5000,LIGHT_REAR,0004,
material:1251,1970-01-01T00:00:00.000Z,1250.0,84.0,2023-10-06 09:30:19.954358,4000,CASSETTE,0001,
material:756,1970-01-01T00:00:00.000Z,650.0,54.0,2023-10-24 09:30:15.709206,1000,LOCK,0005,
material:955,1970-01-01T00:00:00.000Z,1250.0,5.0,2023-10-19 09:30:17.540454,5000,CASSETTE,0005,
material:1667,1970-01-01T00:00:00.000Z,750.0,59.0,2023-10-14 09:30:24.259799,1000,LIGHT_REAR,0005,
material:1741,1970-01-01T00:00:00.000Z,400.0,17.0,2023-10-15 09:30:24.965013,3000,HELMET_S,0004,
material:291,1970-01-01T00:00:00.000Z,200.0,95.0,2023-10-19 09:30:12.145534,4000,BIKE_SPOKE,0004,
material:2278,1970-01-01T00:00:00.000Z,650.0,57.0,2023-10-25 09:30:31.481858,4000,BOTTLE_CAGE,0005,
material:51,1970-01-01T00:00:00.000Z,1250.0,23.0,2023-10-06 09:30:10.490034,5000,CASSETTE,0004,
material:1542,1970-01-01T00:00:00.000Z,1500.0,48.0,2023-10-23 09:30:22.754609,1000,CABLE,0004,
material:648,1970-01-01T00:00:00.000Z,1050.0,39.0,2023-10-20 09:30:15.064490,1000,TUBE_28,0001,
material:1282,1970-01-01T00:00:00.000Z,1100.0,53.0,2023-10-31 09:30:20.271271,4000,TUBE_26,0004,
material:3,1970-01-01T00:00:00.000Z,900.0,7.0,2023-10-25 09:30:10.235478,2000,BIKE_BELL,0005,
material:1172,1970-01-01T00:00:00.000Z,200.0,76.0,2023-10-31 09:30:19.336150,5000,BIKE_SPOKE,0003,
material:1331,1970-01-01T00:00:00.000Z,1100.0,22.0,2023-10-18 09:30:20.784850,3000,TUBE_26,0004,
material:2194,1970-01-01T00:00:00.000Z,500.0,18.0,2023-10-25 09:30:30.561363,1000,JACKET_S,0002,
material:1734,1970-01-01T00:00:00.000Z,200.0,98.0,2023-10-03 09:30:24.931744,3000,BIKE_SPOKE,0002,
material:1912,1970-01-01T00:00:00.000Z,800.0,5.0,2023-10-03 09:30:26.871021,1000,LIGHT_FRONT,0001,
material:655,1970-01-01T00:00:00.000Z,1350.0,93.0,2023-10-07 09:30:15.148259,2000,BOTTOM_BRACKET,0004,
material:334,1970-01-01T00:00:00.000Z,500.0,13.0,2023-10-15 09:30:12.553890,1000,JACKET_S,0004,
material:1627,1970-01-01T00:00:00.000Z,1100.0,60.0,2023-10-24 09:30:23.963115,4000,SPOKE,0003,
material:1520,1970-01-01T00:00:00.000Z,750.0,55.0,2023-10-21 09:30:22.537555,4000,PEDAL_STRAP,0004,
material:108,1970-01-01T00:00:00.000Z,250.0,57.0,2023-10-14 09:30:10.962897,5000,BIKE_HANDLE,0002,
material:250,1970-01-01T00:00:00.000Z,950.0,25.0,2023-10-07 09:30:11.907716,3000,TIRE_28,0001,
material:1558,1970-01-01T00:00:00.000Z,200.0,45.0,2023-10-06 09:30:22.910717,5000,BIKE_WHEEL,0004,
material:1351,1970-01-01T00:00:00.000Z,950.0,14.0,2023-10-09 09:30:21.069555,5000,TIRE_28,0002,
material:1983,1970-01-01T00:00:00.000Z,200.0,21.0,2023-10-12 09:30:27.649220,5000,BIKE_CHAIN,0003,
material:2276,1970-01-01T00:00:00.000Z,350.0,21.0,2023-10-15 09:30:31.475309,4000,GLOVES_L,0003,
material:2005,1970-01-01T00:00:00.000Z,100.0,38.0,2023-10-04 09:30:27.847018,5000,BIKE_FRAME,0001,
material:236,1970-01-01T00:00:00.000Z,500.0,67.0,2023-10-20 09:30:11.675355,2000,HELMET_L,0004,
material:74,1970-01-01T00:00:00.000Z,1050.0,39.0,2023-10-10 09:30:10.649274,3000,NIPPLE,0004,
material:1523,1970-01-01T00:00:00.000Z,350.0,55.0,2023-10-09 09:30:22.589499,3000,PANTS_S,0004,
material:434,1970-01-01T00:00:00.000Z,1400.0,14.0,2023-10-09 09:30:13.134501,4000,DERAILLEUR,0003,
material:388,1970-01-01T00:00:00.000Z,200.0,71.0,2023-10-07 09:30:12.959549,2000,BIKE_WHEEL,0002,
material:530,1970-01-01T00:00:00.000Z,800.0,20.0,2023-10-26 09:30:13.995949,4000,LIGHT_FRONT,0004,
material:2053,1970-01-01T00:00:00.000Z,450.0,13.0,2023-10-27 09:30:28.816378,4000,GLOVES_S,0001,
material:1866,1970-01-01T00:00:00.000Z,750.0,29.0,2023-10-20 09:30:26.361602,2000,PEDAL_STRAP,0004,
material:2260,1970-01-01T00:00:00.000Z,250.0,42.0,2023-10-10 09:30:31.186825,4000,BIKE_HANDLE,0005,
material:2232,1970-01-01T00:00:00.000Z,800.0,63.0,2023-10-09 09:30:30.928700,1000,WATER_BOTTLE,0003,
material:1426,1970-01-01T00:00:00.000Z,1400.0,65.0,2023-10-12 09:30:21.827263,1000,CRANKSET,0003,
material:391,1970-01-01T00:00:00.000Z,800.0,84.0,2023-10-12 09:30:12.972645,5000,WATER_BOTTLE,0004,
material:2017,1970-01-01T00:00:00.000Z,500.0,61.0,2023-10-14 09:30:27.914243,5000,HELMET_L,0003,
material:1291,1970-01-01T00:00:00.000Z,1300.0,52.0,2023-10-25 09:30:20.320084,3000,CHAINRING,0004,
material:53,1970-01-01T00:00:00.000Z,450.0,48.0,2023-10-16 09:30:10.495780,2000,GLOVES_S,0002,
material:2182,1970-01-01T00:00:00.000Z,200.0,75.0,2023-10-16 09:30:30.478263,3000,BIKE_SPOKE,0004,
material:973,1970-01-01T00:00:00.000Z,1050.0,53.0,2023-10-13 09:30:17.740518,1000,NIPPLE,0004,
material:1100,1970-01-01T00:00:00.000Z,900.0,97.0,2023-11-01 09:30:18.826025,1000,MIRROR,0001,
material:1299,1970-01-01T00:00:00.000Z,300.0,50.0,2023-10-15 09:30:20.372984,2000,BIKE_PEDAL,0005,
material:1065,1970-01-01T00:00:00.000Z,450.0,15.0,2023-10-17 09:30:18.540817,4000,GLOVES_S,0003,
material:1660,1970-01-01T00:00:00.000Z,150.0,49.0,2023-10-13 09:30:24.224699,4000,BIKE_SEAT,0002,
material:2134,1970-01-01T00:00:00.000Z,650.0,58.0,2023-10-28 09:30:29.899454,4000,SPEEDOMETER,0001,
material:520,1970-01-01T00:00:00.000Z,1500.0,17.0,2023-10-18 09:30:13.973494,2000,PEDAL,0004,
material:759,1970-01-01T00:00:00.000Z,1200.0,64.0,2023-10-17 09:30:15.715256,3000,VALVE,0002,
material:1683,1970-01-01T00:00:00.000Z,1400.0,44.0,2023-10-12 09:30:24.378580,5000,CRANKSET,0004,
material:1356,1970-01-01T00:00:00.000Z,650.0,7.0,2023-10-29 09:30:21.220628,2000,SPEEDOMETER,0005,
material:2238,1970-01-01T00:00:00.000Z,1250.0,33.0,2023-10-12 09:30:31.035250,5000,BRAKE_LEVER,0005,
material:2137,1970-01-01T00:00:00.000Z,900.0,81.0,2023-10-07 09:30:29.899480,5000,MIRROR,0004,
material:1209,1970-01-01T00:00:00.000Z,750.0,86.0,2023-10-25 09:30:19.736792,1000,LIGHT_REAR,0001,
material:1480,1970-01-01T00:00:00.000Z,1350.0,12.0,2023-10-26 09:30:22.208793,4000,BOTTOM_BRACKET,0003,
material:1473,1970-01-01T00:00:00.000Z,950.0,10.0,2023-10-22 09:30:22.159832,5000,RIM_TAPE,0005,
material:2270,1970-01-01T00:00:00.000Z,600.0,62.0,2023-10-22 09:30:31.458412,1000,GLOVES_M,0001,
material:1013,1970-01-01T00:00:00.000Z,350.0,14.0,2023-10-16 09:30:17.997440,3000,GLOVES_L,0003,
material:25,1970-01-01T00:00:00.000Z,200.0,76.0,2023-10-30 09:30:10.280127,5000,BIKE_WHEEL,0005,
material:881,1970-01-01T00:00:00.000Z,150.0,49.0,2023-10-16 09:30:16.792821,4000,BIKE_SEAT,0003,
material:2229,1970-01-01T00:00:00.000Z,900.0,34.0,2023-10-08 09:30:30.920802,3000,BIKE_BELL,0002,
material:35,1970-01-01T00:00:00.000Z,1100.0,99.0,2023-10-05 09:30:10.305459,4000,TUBE_26,0001,
material:1176,1970-01-01T00:00:00.000Z,200.0,16.0,2023-10-06 09:30:19.366009,2000,BIKE_SPOKE,0001,
material:253,1970-01-01T00:00:00.000Z,1100.0,16.0,2023-10-18 09:30:11.907741,2000,TUBE_26,0003,
material:911,1970-01-01T00:00:00.000Z,600.0,2.0,2023-10-07 09:30:17.049645,2000,GLOVES_M,0002,
material:1361,1970-01-01T00:00:00.000Z,1200.0,24.0,2023-10-29 09:30:21.222262,5000,VALVE,0001,
material:1387,1970-01-01T00:00:00.000Z,150.0,23.0,2023-11-01 09:30:21.492995,3000,BIKE_SEAT,0004,
material:942,1970-01-01T00:00:00.000Z,1250.0,23.0,2023-10-09 09:30:17.502883,5000,CASSETTE,0004,
material:2028,1970-01-01T00:00:00.000Z,1050.0,73.0,2023-10-10 09:30:28.114742,1000,NIPPLE,0004,
material:307,1970-01-01T00:00:00.000Z,450.0,92.0,2023-10-24 09:30:12.422065,1000,JACKET_M,0003,
material:1120,1970-01-01T00:00:00.000Z,250.0,87.0,2023-10-29 09:30:18.944522,2000,BIKE_RIM,0001,
material:1835,1970-01-01T00:00:00.000Z,1050.0,55.0,2023-10-27 09:30:26.180183,3000,TUBE_28,0005,
material:795,1970-01-01T00:00:00.000Z,300.0,99.0,2023-10-12 09:30:16.073517,5000,BIKE_PEDAL,0005,
material:818,1970-01-01T00:00:00.000Z,1100.0,70.0,2023-10-30 09:30:16.153343,2000,TUBE_26,0003,
material:1932,1970-01-01T00:00:00.000Z,950.0,26.0,2023-10-24 09:30:26.999017,2000,RIM_TAPE,0002,
material:1852,1970-01-01T00:00:00.000Z,600.0,77.0,2023-10-23 09:30:26.240885,1000,JACKET_L,0005,
material:2285,1970-01-01T00:00:00.000Z,750.0,46.0,2023-10-30 09:30:31.562219,2000,PEDAL_STRAP,0002,
material:2140,1970-01-01T00:00:00.000Z,1250.0,25.0,2023-10-26 09:30:29.929504,4000,CASSETTE,0003,
material:410,1970-01-01T00:00:00.000Z,800.0,78.0,2023-10-29 09:30:13.047788,1000,LIGHT_FRONT,0001,
material:2256,1970-01-01T00:00:00.000Z,650.0,14.0,2023-10-15 09:30:31.145075,5000,LOCK,0004,
material:1223,1970-01-01T00:00:00.000Z,800.0,70.0,2023-10-26 09:30:19.779283,3000,LIGHT_FRONT,0005,
material:948,1970-01-01T00:00:00.000Z,1050.0,39.0,2023-10-27 09:30:17.529380,4000,NIPPLE,0003,
material:639,1970-01-01T00:00:00.000Z,1250.0,6.0,2023-10-20 09:30:15.033272,2000,BRAKE_LEVER,0003,
material:2216,1970-01-01T00:00:00.000Z,1050.0,25.0,2023-10-13 09:30:30.767760,2000,NIPPLE,0005,
material:660,1970-01-01T00:00:00.000Z,1250.0,54.0,2023-10-29 09:30:15.186645,5000,CASSETTE,0005,
material:2020,1970-01-01T00:00:00.000Z,900.0,28.0,2023-10-03 09:30:27.930847,1000,BIKE_BELL,0004,
material:382,1970-01-01T00:00:00.000Z,300.0,79.0,2023-10-17 09:30:12.909080,2000,BIKE_FORK,0001,
material:1320,1970-01-01T00:00:00.000Z,1000.0,51.0,2023-10-03 09:30:20.556773,5000,TIRE_26,0005,
material:397,1970-01-01T00:00:00.000Z,1350.0,58.0,2023-10-18 09:30:12.994651,5000,BOTTOM_BRACKET,0002,
material:755,1970-01-01T00:00:00.000Z,150.0,65.0,2023-10-21 09:30:15.681886,4000,BIKE_BRAKE,0001,
material:1609,1970-01-01T00:00:00.000Z,1000.0,23.0,2023-10-09 09:30:23.547735,4000,TIRE_26,0001,
material:1418,1970-01-01T00:00:00.000Z,1200.0,33.0,2023-10-11 09:30:21.791906,5000,VALVE,0001,
material:620,1970-01-01T00:00:00.000Z,200.0,6.0,2023-10-08 09:30:14.928602,1000,BIKE_SPOKE,0001,
material:1260,1970-01-01T00:00:00.000Z,900.0,80.0,2023-10-31 09:30:20.054597,5000,MIRROR,0004,
material:1788,1970-01-01T00:00:00.000Z,450.0,52.0,2023-10-04 09:30:25.625591,5000,JACKET_M,0005,
material:859,1970-01-01T00:00:00.000Z,1050.0,10.0,2023-10-18 09:30:16.671900,1000,TUBE_28,0001,
material:525,1970-01-01T00:00:00.000Z,500.0,58.0,2023-10-26 09:30:13.974651,1000,HELMET_L,0002,
material:1604,1970-01-01T00:00:00.000Z,800.0,86.0,2023-10-05 09:30:23.484275,3000,WATER_BOTTLE,0001,
material:918,1970-01-01T00:00:00.000Z,350.0,66.0,2023-10-03 09:30:17.254911,5000,GLOVES_L,0002,
material:935,1970-01-01T00:00:00.000Z,1400.0,71.0,2023-10-04 09:30:17.488424,4000,DERAILLEUR,0004,
material:628,1970-01-01T00:00:00.000Z,1100.0,83.0,2023-10-08 09:30:14.976391,3000,TUBE_26,0004,
material:2002,1970-01-01T00:00:00.000Z,1250.0,55.0,2023-10-12 09:30:27.821776,4000,CHAIN,0003,
material:633,1970-01-01T00:00:00.000Z,500.0,44.0,2023-10-25 09:30:15.029369,3000,JACKET_S,0003,
material:689,1970-01-01T00:00:00.000Z,450.0,2.0,2023-10-28 09:30:15.449961,4000,GLOVES_S,0001,
material:1338,1970-01-01T00:00:00.000Z,300.0,81.0,2023-10-06 09:30:20.969067,5000,BIKE_FORK,0002,
material:1952,1970-01-01T00:00:00.000Z,900.0,4.0,2023-10-24 09:30:27.271772,1000,MIRROR,0005,
material:1826,1970-01-01T00:00:00.000Z,900.0,94.0,2023-10-17 09:30:26.073973,5000,MIRROR,0001,
material:1836,1970-01-01T00:00:00.000Z,150.0,67.0,2023-10-26 09:30:26.219132,1000,BIKE_BRAKE,0004,
material:469,1970-01-01T00:00:00.000Z,650.0,57.0,2023-10-09 09:30:13.595732,2000,BOTTLE_CAGE,0002,
material:1453,1970-01-01T00:00:00.000Z,600.0,87.0,2023-10-20 09:30:22.016586,2000,GLOVES_M,0003,
material:616,1970-01-01T00:00:00.000Z,1050.0,72.0,2023-10-21 09:30:14.864272,4000,NIPPLE,0005,
material:350,1970-01-01T00:00:00.000Z,1300.0,15.0,2023-10-25 09:30:12.595811,3000,CHAINRING,0003,
material:366,1970-01-01T00:00:00.000Z,1250.0,21.0,2023-10-26 09:30:12.834372,3000,CASSETTE,0004,
material:597,1970-01-01T00:00:00.000Z,350.0,18.0,2023-10-28 09:30:14.744086,2000,HELMET_M,0005,
material:1592,1970-01-01T00:00:00.000Z,1400.0,23.0,2023-10-30 09:30:23.283702,4000,CRANKSET,0001,
material:1626,1970-01-01T00:00:00.000Z,1000.0,16.0,2023-10-31 09:30:23.963110,3000,TIRE_26,0001,
material:1261,1970-01-01T00:00:00.000Z,750.0,73.0,2023-10-17 09:30:20.054608,1000,PEDAL_STRAP,0001,
material:442,1970-01-01T00:00:00.000Z,350.0,51.0,2023-10-19 09:30:13.191603,1000,GLOVES_L,0003,
material:1649,1970-01-01T00:00:00.000Z,150.0,48.0,2023-10-30 09:30:24.147791,3000,BIKE_BRAKE,0004,
material:77,1970-01-01T00:00:00.000Z,1000.0,66.0,2023-10-29 09:30:10.652507,2000,TIRE_26,0003,
material:223,1970-01-01T00:00:00.000Z,500.0,69.0,2023-10-06 09:30:11.618983,4000,JACKET_S,0005,
material:1564,1970-01-01T00:00:00.000Z,1350.0,67.0,2023-10-26 09:30:23.058633,4000,SHIFT_LEVER,0001,
material:1843,1970-01-01T00:00:00.000Z,1200.0,60.0,2023-10-10 09:30:26.221987,3000,VALVE,0004,
material:438,1970-01-01T00:00:00.000Z,200.0,84.0,2023-10-12 09:30:13.135746,5000,BIKE_CHAIN,0003,
material:923,1970-01-01T00:00:00.000Z,500.0,97.0,2023-10-25 09:30:17.284942,4000,JACKET_S,0005,
material:979,1970-01-01T00:00:00.000Z,800.0,27.0,2023-10-19 09:30:17.804449,5000,WATER_BOTTLE,0001,
material:94,1970-01-01T00:00:00.000Z,500.0,69.0,2023-10-19 09:30:10.837508,1000,JACKET_S,0005,
material:2244,1970-01-01T00:00:00.000Z,1100.0,21.0,2023-10-27 09:30:31.086318,3000,TUBE_26,0001,
material:2217,1970-01-01T00:00:00.000Z,350.0,18.0,2023-10-24 09:30:30.777102,5000,GLOVES_L,0002,
material:2200,1970-01-01T00:00:00.000Z,900.0,54.0,2023-10-24 09:30:30.627529,4000,BIKE_BELL,0003,
material:192,1970-01-01T00:00:00.000Z,1500.0,23.0,2023-10-24 09:30:11.530238,4000,CABLE,0003,
material:1080,1970-01-01T00:00:00.000Z,950.0,16.0,2023-10-10 09:30:18.600566,4000,HUB_BEARING,0002,
material:984,1970-01-01T00:00:00.000Z,1350.0,12.0,2023-10-08 09:30:17.837386,2000,SHIFT_LEVER,0005,
material:2220,1970-01-01T00:00:00.000Z,350.0,90.0,2023-10-07 09:30:30.778395,3000,GLOVES_L,0005,
material:566,1970-01-01T00:00:00.000Z,250.0,10.0,2023-10-18 09:30:14.425512,1000,BIKE_RIM,0003,
material:1896,1970-01-01T00:00:00.000Z,250.0,17.0,2023-10-14 09:30:26.678941,5000,BIKE_HANDLE,0003,
material:1256,1970-01-01T00:00:00.000Z,400.0,14.0,2023-11-01 09:30:19.972920,3000,HELMET_S,0001,
material:1929,1970-01-01T00:00:00.000Z,650.0,64.0,2023-11-01 09:30:26.997760,2000,BOTTLE_CAGE,0004,
material:1693,1970-01-01T00:00:00.000Z,150.0,31.0,2023-10-25 09:30:24.461075,2000,BIKE_SEAT,0005,
material:1130,1970-01-01T00:00:00.000Z,1100.0,1.0,2023-10-05 09:30:19.052247,4000,SPOKE,0002,
material:1838,1970-01-01T00:00:00.000Z,250.0,41.0,2023-10-06 09:30:26.219151,2000,BIKE_RIM,0005,
material:137,1970-01-01T00:00:00.000Z,1200.0,78.0,2023-10-17 09:30:11.087031,2000,WHEEL_HUB,0003,
material:1828,1970-01-01T00:00:00.000Z,800.0,56.0,2023-10-28 09:30:26.073982,1000,LIGHT_FRONT,0001,
material:2044,1970-01-01T00:00:00.000Z,950.0,2.0,2023-10-16 09:30:28.522436,1000,TIRE_28,0002,
material:1465,1970-01-01T00:00:00.000Z,300.0,11.0,2023-11-01 09:30:22.094312,4000,BIKE_FORK,0005,
material:1379,1970-01-01T00:00:00.000Z,450.0,11.0,2023-10-18 09:30:21.476930,2000,GLOVES_S,0005,
material:1832,1970-01-01T00:00:00.000Z,1300.0,77.0,2023-10-20 09:30:26.170661,5000,CHAINRING,0004,
material:1148,1970-01-01T00:00:00.000Z,350.0,7.0,2023-10-06 09:30:19.128465,4000,GLOVES_L,0004,
material:778,1970-01-01T00:00:00.000Z,350.0,47.0,2023-10-22 09:30:15.965047,5000,HELMET_M,0002,
material:1053,1970-01-01T00:00:00.000Z,1400.0,95.0,2023-10-14 09:30:18.406918,3000,DERAILLEUR,0004,
material:1391,1970-01-01T00:00:00.000Z,900.0,16.0,2023-10-06 09:30:21.548310,4000,BIKE_BELL,0002,
material:1023,1970-01-01T00:00:00.000Z,800.0,84.0,2023-10-07 09:30:18.101218,2000,WATER_BOTTLE,0005,
material:1551,1970-01-01T00:00:00.000Z,1300.0,25.0,2023-10-07 09:30:22.848293,3000,CHAINRING,0003,
material:403,1970-01-01T00:00:00.000Z,250.0,56.0,2023-10-20 09:30:13.007734,2000,BIKE_HANDLE,0001,
material:614,1970-01-01T00:00:00.000Z,650.0,42.0,2023-10-05 09:30:14.855917,2000,SPEEDOMETER,0004,
material:2274,1970-01-01T00:00:00.000Z,400.0,56.0,2023-10-20 09:30:31.475301,2000,HELMET_S,0002,
material:2227,1970-01-01T00:00:00.000Z,250.0,31.0,2023-10-19 09:30:30.799662,1000,BIKE_HANDLE,0005,
material:567,1970-01-01T00:00:00.000Z,1050.0,90.0,2023-10-11 09:30:14.472889,5000,NIPPLE,0001,
material:2190,1970-01-01T00:00:00.000Z,900.0,97.0,2023-10-18 09:30:30.555791,1000,MIRROR,0005,
material:522,1970-01-01T00:00:00.000Z,1350.0,18.0,2023-10-27 09:30:13.973502,2000,BOTTOM_BRACKET,0001,
material:1077,1970-01-01T00:00:00.000Z,150.0,91.0,2023-10-09 09:30:18.584689,1000,BIKE_BRAKE,0003,
material:2245,1970-01-01T00:00:00.000Z,950.0,90.0,2023-10-12 09:30:31.086327,2000,TIRE_28,0003,
material:532,1970-01-01T00:00:00.000Z,1500.0,90.0,2023-10-16 09:30:14.044567,2000,PEDAL,0001,
material:872,1970-01-01T00:00:00.000Z,300.0,78.0,2023-10-28 09:30:16.761878,1000,BIKE_FORK,0003,
material:649,1970-01-01T00:00:00.000Z,1200.0,15.0,2023-10-22 09:30:15.064494,4000,WHEEL_HUB,0004,
material:1190,1970-01-01T00:00:00.000Z,1250.0,69.0,2023-10-24 09:30:19.600241,5000,BRAKE_LEVER,0002,
material:1402,1970-01-01T00:00:00.000Z,350.0,42.0,2023-10-29 09:30:21.562756,4000,GLOVES_L,0002,
material:2180,1970-01-01T00:00:00.000Z,1100.0,7.0,2023-10-13 09:30:30.468019,4000,TUBE_26,0003,
material:961,1970-01-01T00:00:00.000Z,350.0,26.0,2023-10-04 09:30:17.614318,4000,GLOVES_L,0001,
material:23,1970-01-01T00:00:00.000Z,250.0,55.0,2023-10-13 09:30:10.280114,1000,BIKE_HANDLE,0002,
material:1298,1970-01-01T00:00:00.000Z,500.0,2.0,2023-10-19 09:30:20.357381,3000,JACKET_S,0001,
material:1705,1970-01-01T00:00:00.000Z,1500.0,32.0,2023-10-19 09:30:24.683098,3000,CABLE,0005,
material:1462,1970-01-01T00:00:00.000Z,1050.0,47.0,2023-10-08 09:30:22.088535,3000,TUBE_28,0005,
material:1694,1970-01-01T00:00:00.000Z,150.0,73.0,2023-10-24 09:30:24.461082,4000,BIKE_BRAKE,0004,
material:231,1970-01-01T00:00:00.000Z,1350.0,99.0,2023-10-20 09:30:11.670383,3000,BOTTOM_BRACKET,0005,
material:1565,1970-01-01T00:00:00.000Z,1300.0,65.0,2023-10-21 09:30:23.058638,3000,CHAINRING,0003,
material:1954,1970-01-01T00:00:00.000Z,1400.0,11.0,2023-10-06 09:30:27.297958,5000,CRANKSET,0001,
material:1327,1970-01-01T00:00:00.000Z,1000.0,18.0,2023-10-05 09:30:20.680801,3000,TIRE_26,0004,
material:1437,1970-01-01T00:00:00.000Z,350.0,53.0,2023-10-09 09:30:21.906895,4000,GLOVES_L,0003,
material:2255,1970-01-01T00:00:00.000Z,950.0,76.0,2023-10-24 09:30:31.141916,3000,TIRE_28,0004,
material:788,1970-01-01T00:00:00.000Z,1500.0,82.0,2023-10-28 09:30:16.049524,1000,CABLE,0001,
material:311,1970-01-01T00:00:00.000Z,900.0,40.0,2023-10-15 09:30:12.422614,5000,MIRROR,0005,
material:374,1970-01-01T00:00:00.000Z,350.0,68.0,2023-10-17 09:30:12.852287,1000,GLOVES_L,0003,
material:1146,1970-01-01T00:00:00.000Z,950.0,100.0,2023-10-18 09:30:19.115590,3000,RIM_TAPE,0002,
material:1318,1970-01-01T00:00:00.000Z,750.0,10.0,2023-10-14 09:30:20.532094,4000,PEDAL_STRAP,0005,
material:1673,1970-01-01T00:00:00.000Z,1350.0,69.0,2023-11-01 09:30:24.347321,1000,BOTTOM_BRACKET,0003,
material:2039,1970-01-01T00:00:00.000Z,650.0,77.0,2023-10-13 09:30:28.443870,4000,BOTTLE_CAGE,0005,
material:1099,1970-01-01T00:00:00.000Z,650.0,62.0,2023-10-16 09:30:18.826010,5000,SPEEDOMETER,0001,
material:820,1970-01-01T00:00:00.000Z,1050.0,51.0,2023-10-28 09:30:16.153355,3000,NIPPLE,0002,
material:1909,1970-01-01T00:00:00.000Z,1400.0,17.0,2023-10-31 09:30:26.823372,2000,DERAILLEUR,0001,
material:235,1970-01-01T00:00:00.000Z,450.0,84.0,2023-10-07 09:30:11.675351,2000,JACKET_M,0003,
material:1048,1970-01-01T00:00:00.000Z,900.0,95.0,2023-10-25 09:30:18.355496,2000,MIRROR,0003,
material:1330,1970-01-01T00:00:00.000Z,750.0,20.0,2023-10-15 09:30:20.746723,3000,PEDAL_STRAP,0003,
material:519,1970-01-01T00:00:00.000Z,1250.0,46.0,2023-10-22 09:30:13.973485,4000,CHAIN,0005,
material:1303,1970-01-01T00:00:00.000Z,700.0,3.0,2023-10-30 09:30:20.401014,1000,PUMP,0003,
material:1860,1970-01-01T00:00:00.000Z,700.0,74.0,2023-10-16 09:30:26.326360,3000,PUMP,0002,
material:1115,1970-01-01T00:00:00.000Z,1400.0,50.0,2023-10-05 09:30:18.910052,2000,DERAILLEUR,0004,
material:886,1970-01-01T00:00:00.000Z,950.0,19.0,2023-10-31 09:30:16.813321,5000,HUB_BEARING,0001,
material:367,1970-01-01T00:00:00.000Z,1300.0,86.0,2023-10-04 09:30:12.834384,4000,CHAINRING,0005,
material:665,1970-01-01T00:00:00.000Z,650.0,14.0,2023-10-04 09:30:15.199885,2000,BOTTLE_CAGE,0004,
material:1088,1970-01-01T00:00:00.000Z,1350.0,10.0,2023-10-16 09:30:18.662483,5000,BOTTOM_BRACKET,0001,
material:1581,1970-01-01T00:00:00.000Z,300.0,59.0,2023-10-28 09:30:23.161029,5000,BIKE_FORK,0005,
material:283,1970-01-01T00:00:00.000Z,1200.0,73.0,2023-10-07 09:30:12.117890,5000,WHEEL_HUB,0003,
material:1493,1970-01-01T00:00:00.000Z,500.0,94.0,2023-10-12 09:30:22.332121,3000,JACKET_S,0001,
material:1984,1970-01-01T00:00:00.000Z,200.0,71.0,2023-11-01 09:30:27.660928,3000,BIKE_SPOKE,0005,
material:981,1970-01-01T00:00:00.000Z,1000.0,53.0,2023-10-30 09:30:17.804868,5000,TIRE_26,0004,
material:169,1970-01-01T00:00:00.000Z,700.0,4.0,2023-10-28 09:30:11.284603,1000,PUMP,0001,
material:463,1970-01-01T00:00:00.000Z,950.0,47.0,2023-10-21 09:30:13.526641,5000,HUB_BEARING,0005,
material:80,1970-01-01T00:00:00.000Z,950.0,35.0,2023-10-03 09:30:10.687781,4000,HUB_BEARING,0004,
material:422,1970-01-01T00:00:00.000Z,1400.0,43.0,2023-10-13 09:30:13.091109,3000,DERAILLEUR,0004,
material:278,1970-01-01T00:00:00.000Z,1050.0,57.0,2023-10-07 09:30:12.097083,2000,TUBE_28,0003,
material:999,1970-01-01T00:00:00.000Z,600.0,40.0,2023-10-27 09:30:17.920954,4000,JACKET_L,0002,
material:26,1970-01-01T00:00:00.000Z,1350.0,47.0,2023-10-14 09:30:10.281207,5000,SHIFT_LEVER,0005,
material:2288,1970-01-01T00:00:00.000Z,500.0,93.0,2023-10-07 09:30:31.651865,4000,HELMET_L,0004,
material:2013,1970-01-01T00:00:00.000Z,1400.0,29.0,2023-10-20 09:30:27.848444,4000,DERAILLEUR,0002,
