ocel_source_id,ocel_target_id,ocel_qualifier
purchase_order:924,invoice receipt:1120,Invoice Receipts of Purchase Order
purchase_order:924,payment:540,order_pm
purchase_order:188,material:276,Materials of Purchase Order
purchase_order:188,payment:106,order_pm
purchase_order:414,material:595,Materials of Purchase Order
purchase_order:414,invoice receipt:498,Invoice Receipts of Purchase Order
purchase_order:414,payment:245,order_pm
purchase_order:958,material:1390,Materials of Purchase Order
purchase_order:958,material:1391,Materials of Purchase Order
purchase_order:958,invoice receipt:1151,Invoice Receipts of Purchase Order
purchase_order:958,payment:553,order_pm
purchase_order:427,material:615,Materials of Purchase Order
purchase_order:427,material:613,Materials of Purchase Order
purchase_order:427,invoice receipt:512,Invoice Receipts of Purchase Order
purchase_order:427,invoice receipt:513,Invoice Receipts of Purchase Order
purchase_order:427,payment:255,order_pm
purchase_order:515,material:725,Materials of Purchase Order
purchase_order:515,material:724,Materials of Purchase Order
purchase_order:515,material:723,Materials of Purchase Order
purchase_order:515,invoice receipt:626,Invoice Receipts of Purchase Order
purchase_order:515,invoice receipt:628,Invoice Receipts of Purchase Order
purchase_order:515,invoice receipt:627,Invoice Receipts of Purchase Order
purchase_order:515,payment:305,order_pm
purchase_order:1592,material:2290,Materials of Purchase Order
purchase_order:1592,invoice receipt:1932,Invoice Receipts of Purchase Order
purchase_order:1592,invoice receipt:1931,Invoice Receipts of Purchase Order
purchase_order:1592,payment:923,order_pm
purchase_order:1461,material:2083,Materials of Purchase Order
purchase_order:1461,payment:850,order_pm
purchase_order:289,material:430,Materials of Purchase Order
purchase_order:289,payment:178,order_pm
purchase_order:215,material:314,Materials of Purchase Order
purchase_order:215,material:315,Materials of Purchase Order
purchase_order:215,invoice receipt:262,Invoice Receipts of Purchase Order
purchase_order:215,payment:131,order_pm
purchase_order:1447,material:2096,Materials of Purchase Order
purchase_order:1447,payment:841,order_pm
purchase_order:559,material:805,Materials of Purchase Order
purchase_order:559,invoice receipt:680,Invoice Receipts of Purchase Order
purchase_order:559,invoice receipt:681,Invoice Receipts of Purchase Order
purchase_order:559,payment:327,order_pm
purchase_order:503,material:719,Materials of Purchase Order
purchase_order:503,invoice receipt:600,Invoice Receipts of Purchase Order
purchase_order:503,invoice receipt:599,Invoice Receipts of Purchase Order
purchase_order:503,invoice receipt:598,Invoice Receipts of Purchase Order
purchase_order:503,invoice receipt:601,Invoice Receipts of Purchase Order
purchase_order:503,payment:293,order_pm
purchase_order:150,material:200,Materials of Purchase Order
purchase_order:150,invoice receipt:171,Invoice Receipts of Purchase Order
purchase_order:150,invoice receipt:170,Invoice Receipts of Purchase Order
purchase_order:150,payment:91,order_pm
purchase_order:1526,material:2226,Materials of Purchase Order
purchase_order:1526,material:2225,Materials of Purchase Order
purchase_order:1526,material:2224,Materials of Purchase Order
purchase_order:1526,invoice receipt:1869,Invoice Receipts of Purchase Order
purchase_order:1526,invoice receipt:1868,Invoice Receipts of Purchase Order
purchase_order:1526,payment:891,order_pm
purchase_order:296,material:438,Materials of Purchase Order
purchase_order:296,material:437,Materials of Purchase Order
purchase_order:296,material:439,Materials of Purchase Order
purchase_order:296,invoice receipt:331,Invoice Receipts of Purchase Order
purchase_order:296,invoice receipt:332,Invoice Receipts of Purchase Order
purchase_order:296,payment:167,order_pm
purchase_order:823,material:1198,Materials of Purchase Order
purchase_order:823,material:1199,Materials of Purchase Order
purchase_order:823,invoice receipt:1006,Invoice Receipts of Purchase Order
purchase_order:823,invoice receipt:1007,Invoice Receipts of Purchase Order
purchase_order:823,payment:494,order_pm
purchase_order:74,material:118,Materials of Purchase Order
purchase_order:74,invoice receipt:81,Invoice Receipts of Purchase Order
purchase_order:74,payment:41,order_pm
purchase_order:533,material:793,Materials of Purchase Order
purchase_order:533,material:790,Materials of Purchase Order
purchase_order:533,material:791,Materials of Purchase Order
purchase_order:533,material:792,Materials of Purchase Order
purchase_order:533,invoice receipt:660,Invoice Receipts of Purchase Order
purchase_order:533,invoice receipt:661,Invoice Receipts of Purchase Order
purchase_order:533,invoice receipt:662,Invoice Receipts of Purchase Order
purchase_order:533,payment:324,order_pm
purchase_order:206,material:288,Materials of Purchase Order
purchase_order:206,material:286,Materials of Purchase Order
purchase_order:206,invoice receipt:234,Invoice Receipts of Purchase Order
purchase_order:206,invoice receipt:235,Invoice Receipts of Purchase Order
purchase_order:206,invoice receipt:236,Invoice Receipts of Purchase Order
purchase_order:206,payment:117,order_pm
purchase_order:1292,material:1881,Materials of Purchase Order
purchase_order:1292,payment:760,order_pm
purchase_order:521,material:746,Materials of Purchase Order
purchase_order:521,invoice receipt:617,Invoice Receipts of Purchase Order
purchase_order:521,invoice receipt:618,Invoice Receipts of Purchase Order
purchase_order:521,payment:300,order_pm
purchase_order:510,material:756,Materials of Purchase Order
purchase_order:510,invoice receipt:633,Invoice Receipts of Purchase Order
purchase_order:510,invoice receipt:632,Invoice Receipts of Purchase Order
purchase_order:510,invoice receipt:631,Invoice Receipts of Purchase Order
purchase_order:510,payment:308,order_pm
purchase_order:903,material:1319,Materials of Purchase Order
purchase_order:903,invoice receipt:1073,Invoice Receipts of Purchase Order
purchase_order:903,invoice receipt:1071,Invoice Receipts of Purchase Order
purchase_order:903,invoice receipt:1074,Invoice Receipts of Purchase Order
purchase_order:903,invoice receipt:1072,Invoice Receipts of Purchase Order
purchase_order:903,payment:519,order_pm
purchase_order:1555,material:2242,Materials of Purchase Order
purchase_order:1555,invoice receipt:1896,Invoice Receipts of Purchase Order
purchase_order:1555,invoice receipt:1895,Invoice Receipts of Purchase Order
purchase_order:1555,payment:906,order_pm
purchase_order:152,material:213,Materials of Purchase Order
purchase_order:152,material:214,Materials of Purchase Order
purchase_order:152,material:215,Materials of Purchase Order
purchase_order:152,invoice receipt:177,Invoice Receipts of Purchase Order
purchase_order:152,invoice receipt:179,Invoice Receipts of Purchase Order
purchase_order:152,invoice receipt:178,Invoice Receipts of Purchase Order
purchase_order:152,payment:95,order_pm
purchase_order:605,material:874,Materials of Purchase Order
purchase_order:605,payment:360,order_pm
purchase_order:1490,material:2150,Materials of Purchase Order
purchase_order:1490,invoice receipt:1810,Invoice Receipts of Purchase Order
purchase_order:1490,payment:863,order_pm
purchase_order:511,material:745,Materials of Purchase Order
purchase_order:511,material:742,Materials of Purchase Order
purchase_order:511,payment:296,order_pm
purchase_order:530,material:774,Materials of Purchase Order
purchase_order:530,invoice receipt:672,Invoice Receipts of Purchase Order
purchase_order:530,payment:323,order_pm
purchase_order:1520,material:2196,Materials of Purchase Order
purchase_order:1520,payment:880,order_pm
purchase_order:1290,material:1886,Materials of Purchase Order
purchase_order:1290,invoice receipt:1562,Invoice Receipts of Purchase Order
purchase_order:1290,payment:747,order_pm
purchase_order:1538,material:2192,Materials of Purchase Order
purchase_order:1538,payment:887,order_pm
purchase_order:1061,material:1554,Materials of Purchase Order
purchase_order:1061,material:1556,Materials of Purchase Order
purchase_order:1061,payment:607,order_pm
purchase_order:623,material:899,Materials of Purchase Order
purchase_order:623,material:900,Materials of Purchase Order
purchase_order:623,invoice receipt:751,Invoice Receipts of Purchase Order
purchase_order:623,invoice receipt:752,Invoice Receipts of Purchase Order
purchase_order:623,invoice receipt:754,Invoice Receipts of Purchase Order
purchase_order:623,invoice receipt:753,Invoice Receipts of Purchase Order
purchase_order:623,payment:363,order_pm
purchase_order:1160,material:1685,Materials of Purchase Order
purchase_order:1160,material:1684,Materials of Purchase Order
purchase_order:1160,invoice receipt:1401,Invoice Receipts of Purchase Order
purchase_order:1160,payment:667,order_pm
purchase_order:639,material:918,Materials of Purchase Order
purchase_order:639,material:917,Materials of Purchase Order
purchase_order:639,material:919,Materials of Purchase Order
purchase_order:639,invoice receipt:768,Invoice Receipts of Purchase Order
purchase_order:639,payment:371,order_pm
purchase_order:1175,material:1712,Materials of Purchase Order
purchase_order:1175,invoice receipt:1437,Invoice Receipts of Purchase Order
purchase_order:1175,payment:686,order_pm
purchase_order:1239,material:1800,Materials of Purchase Order
purchase_order:1239,material:1798,Materials of Purchase Order
purchase_order:1239,material:1799,Materials of Purchase Order
purchase_order:1239,invoice receipt:1500,Invoice Receipts of Purchase Order
purchase_order:1239,invoice receipt:1499,Invoice Receipts of Purchase Order
purchase_order:1239,payment:717,order_pm
purchase_order:325,material:376,Materials of Purchase Order
purchase_order:325,invoice receipt:392,Invoice Receipts of Purchase Order
purchase_order:325,invoice receipt:393,Invoice Receipts of Purchase Order
purchase_order:325,invoice receipt:394,Invoice Receipts of Purchase Order
purchase_order:325,payment:193,order_pm
purchase_order:1055,material:1528,Materials of Purchase Order
purchase_order:1055,invoice receipt:1265,Invoice Receipts of Purchase Order
purchase_order:1055,invoice receipt:1266,Invoice Receipts of Purchase Order
purchase_order:1055,payment:606,order_pm
purchase_order:1148,material:1670,Materials of Purchase Order
purchase_order:1148,invoice receipt:1388,Invoice Receipts of Purchase Order
purchase_order:1148,payment:663,order_pm
purchase_order:76,material:134,Materials of Purchase Order
purchase_order:76,material:133,Materials of Purchase Order
purchase_order:76,invoice receipt:98,Invoice Receipts of Purchase Order
purchase_order:76,payment:54,order_pm
purchase_order:1178,material:1704,Materials of Purchase Order
purchase_order:1178,material:1705,Materials of Purchase Order
purchase_order:1178,material:1703,Materials of Purchase Order
purchase_order:1178,material:1706,Materials of Purchase Order
purchase_order:1178,invoice receipt:1438,Invoice Receipts of Purchase Order
purchase_order:1178,invoice receipt:1441,Invoice Receipts of Purchase Order
purchase_order:1178,invoice receipt:1440,Invoice Receipts of Purchase Order
purchase_order:1178,invoice receipt:1439,Invoice Receipts of Purchase Order
purchase_order:1178,payment:688,order_pm
purchase_order:787,material:1153,Materials of Purchase Order
purchase_order:787,material:1152,Materials of Purchase Order
purchase_order:787,material:1154,Materials of Purchase Order
purchase_order:787,invoice receipt:947,Invoice Receipts of Purchase Order
purchase_order:787,payment:464,order_pm
purchase_order:405,material:577,Materials of Purchase Order
purchase_order:405,payment:238,order_pm
purchase_order:1299,material:1912,Materials of Purchase Order
purchase_order:1299,payment:763,order_pm
purchase_order:546,material:788,Materials of Purchase Order
purchase_order:546,payment:315,order_pm
purchase_order:719,material:1030,Materials of Purchase Order
purchase_order:719,material:1031,Materials of Purchase Order
purchase_order:719,payment:426,order_pm
purchase_order:1448,material:2098,Materials of Purchase Order
purchase_order:1448,payment:841,order_pm
purchase_order:475,material:653,Materials of Purchase Order
purchase_order:475,material:652,Materials of Purchase Order
purchase_order:475,invoice receipt:561,Invoice Receipts of Purchase Order
purchase_order:475,invoice receipt:562,Invoice Receipts of Purchase Order
purchase_order:475,payment:280,order_pm
purchase_order:1194,material:1742,Materials of Purchase Order
purchase_order:1194,invoice receipt:1447,Invoice Receipts of Purchase Order
purchase_order:1194,payment:693,order_pm
purchase_order:62,material:83,Materials of Purchase Order
purchase_order:62,invoice receipt:64,Invoice Receipts of Purchase Order
purchase_order:62,invoice receipt:63,Invoice Receipts of Purchase Order
purchase_order:62,payment:29,order_pm
purchase_order:33,material:60,Materials of Purchase Order
purchase_order:33,invoice receipt:41,Invoice Receipts of Purchase Order
purchase_order:33,invoice receipt:42,Invoice Receipts of Purchase Order
purchase_order:33,invoice receipt:40,Invoice Receipts of Purchase Order
purchase_order:33,payment:20,order_pm
purchase_order:755,material:1099,Materials of Purchase Order
purchase_order:755,material:1101,Materials of Purchase Order
purchase_order:755,material:1100,Materials of Purchase Order
purchase_order:755,invoice receipt:918,Invoice Receipts of Purchase Order
purchase_order:755,payment:444,order_pm
purchase_order:1314,material:1907,Materials of Purchase Order
purchase_order:1314,payment:765,order_pm
purchase_order:618,material:891,Materials of Purchase Order
purchase_order:618,payment:361,order_pm
purchase_order:1388,material:2027,Materials of Purchase Order
purchase_order:1388,invoice receipt:1701,Invoice Receipts of Purchase Order
purchase_order:1388,payment:817,order_pm
purchase_order:492,material:712,Materials of Purchase Order
purchase_order:492,invoice receipt:586,Invoice Receipts of Purchase Order
purchase_order:492,invoice receipt:585,Invoice Receipts of Purchase Order
purchase_order:492,payment:288,order_pm
purchase_order:864,material:1264,Materials of Purchase Order
purchase_order:864,payment:510,order_pm
purchase_order:1484,material:2146,Materials of Purchase Order
purchase_order:1484,material:2148,Materials of Purchase Order
purchase_order:1484,payment:862,order_pm
purchase_order:916,material:1327,Materials of Purchase Order
purchase_order:916,payment:529,order_pm
purchase_order:647,material:934,Materials of Purchase Order
purchase_order:647,material:933,Materials of Purchase Order
purchase_order:647,payment:378,order_pm
purchase_order:57,material:74,Materials of Purchase Order
purchase_order:57,invoice receipt:69,Invoice Receipts of Purchase Order
purchase_order:57,invoice receipt:70,Invoice Receipts of Purchase Order
purchase_order:57,invoice receipt:72,Invoice Receipts of Purchase Order
purchase_order:57,invoice receipt:71,Invoice Receipts of Purchase Order
purchase_order:57,payment:36,order_pm
purchase_order:493,material:713,Materials of Purchase Order
purchase_order:493,payment:288,order_pm
purchase_order:80,material:136,Materials of Purchase Order
purchase_order:80,invoice receipt:100,Invoice Receipts of Purchase Order
purchase_order:80,invoice receipt:99,Invoice Receipts of Purchase Order
purchase_order:80,payment:51,order_pm
purchase_order:216,material:279,Materials of Purchase Order
purchase_order:216,invoice receipt:250,Invoice Receipts of Purchase Order
purchase_order:216,payment:122,order_pm
purchase_order:721,material:1049,Materials of Purchase Order
purchase_order:721,material:1047,Materials of Purchase Order
purchase_order:721,material:1048,Materials of Purchase Order
purchase_order:721,invoice receipt:884,Invoice Receipts of Purchase Order
purchase_order:721,invoice receipt:886,Invoice Receipts of Purchase Order
purchase_order:721,invoice receipt:885,Invoice Receipts of Purchase Order
purchase_order:721,payment:427,order_pm
purchase_order:1571,material:2240,Materials of Purchase Order
purchase_order:1571,invoice receipt:1904,Invoice Receipts of Purchase Order
purchase_order:1571,invoice receipt:1902,Invoice Receipts of Purchase Order
purchase_order:1571,invoice receipt:1903,Invoice Receipts of Purchase Order
purchase_order:1571,payment:911,order_pm
purchase_order:151,material:225,Materials of Purchase Order
purchase_order:151,material:226,Materials of Purchase Order
purchase_order:151,invoice receipt:180,Invoice Receipts of Purchase Order
purchase_order:151,payment:93,order_pm
purchase_order:432,material:620,Materials of Purchase Order
purchase_order:432,payment:251,order_pm
purchase_order:1334,material:1945,Materials of Purchase Order
purchase_order:1334,invoice receipt:1632,Invoice Receipts of Purchase Order
purchase_order:1334,invoice receipt:1633,Invoice Receipts of Purchase Order
purchase_order:1334,payment:786,order_pm
purchase_order:339,material:480,Materials of Purchase Order
purchase_order:339,material:479,Materials of Purchase Order
purchase_order:339,invoice receipt:401,Invoice Receipts of Purchase Order
purchase_order:339,invoice receipt:400,Invoice Receipts of Purchase Order
purchase_order:339,payment:201,order_pm
purchase_order:285,material:390,Materials of Purchase Order
purchase_order:285,invoice receipt:334,Invoice Receipts of Purchase Order
purchase_order:285,invoice receipt:335,Invoice Receipts of Purchase Order
purchase_order:285,payment:163,order_pm
purchase_order:411,material:588,Materials of Purchase Order
purchase_order:411,material:591,Materials of Purchase Order
purchase_order:411,payment:242,order_pm
purchase_order:1228,material:1755,Materials of Purchase Order
purchase_order:1228,payment:714,order_pm
purchase_order:1291,material:1880,Materials of Purchase Order
purchase_order:1291,invoice receipt:1576,Invoice Receipts of Purchase Order
purchase_order:1291,invoice receipt:1577,Invoice Receipts of Purchase Order
purchase_order:1291,invoice receipt:1578,Invoice Receipts of Purchase Order
purchase_order:1291,payment:760,order_pm
purchase_order:219,material:309,Materials of Purchase Order
purchase_order:219,invoice receipt:267,Invoice Receipts of Purchase Order
purchase_order:219,invoice receipt:268,Invoice Receipts of Purchase Order
purchase_order:219,invoice receipt:266,Invoice Receipts of Purchase Order
purchase_order:219,payment:129,order_pm
purchase_order:568,material:839,Materials of Purchase Order
purchase_order:568,payment:333,order_pm
purchase_order:383,material:498,Materials of Purchase Order
purchase_order:383,material:501,Materials of Purchase Order
purchase_order:383,payment:226,order_pm
purchase_order:808,material:1178,Materials of Purchase Order
purchase_order:808,invoice receipt:981,Invoice Receipts of Purchase Order
purchase_order:808,invoice receipt:980,Invoice Receipts of Purchase Order
purchase_order:808,invoice receipt:979,Invoice Receipts of Purchase Order
purchase_order:808,payment:478,order_pm
purchase_order:1348,material:1976,Materials of Purchase Order
purchase_order:1348,material:1977,Materials of Purchase Order
purchase_order:1348,payment:789,order_pm
purchase_order:107,material:158,Materials of Purchase Order
purchase_order:107,material:157,Materials of Purchase Order
purchase_order:107,payment:62,order_pm
purchase_order:644,material:930,Materials of Purchase Order
purchase_order:644,material:931,Materials of Purchase Order
purchase_order:644,invoice receipt:787,Invoice Receipts of Purchase Order
purchase_order:644,invoice receipt:786,Invoice Receipts of Purchase Order
purchase_order:644,payment:381,order_pm
purchase_order:824,material:1218,Materials of Purchase Order
purchase_order:824,material:1219,Materials of Purchase Order
purchase_order:824,invoice receipt:1001,Invoice Receipts of Purchase Order
purchase_order:824,payment:486,order_pm
purchase_order:1304,material:1913,Materials of Purchase Order
purchase_order:1304,payment:769,order_pm
purchase_order:607,material:877,Materials of Purchase Order
purchase_order:607,material:875,Materials of Purchase Order
purchase_order:607,material:876,Materials of Purchase Order
purchase_order:607,invoice receipt:743,Invoice Receipts of Purchase Order
purchase_order:607,invoice receipt:744,Invoice Receipts of Purchase Order
purchase_order:607,payment:358,order_pm
purchase_order:452,material:649,Materials of Purchase Order
purchase_order:452,payment:267,order_pm
purchase_order:959,material:1404,Materials of Purchase Order
purchase_order:959,material:1406,Materials of Purchase Order
purchase_order:959,payment:560,order_pm
purchase_order:553,material:818,Materials of Purchase Order
purchase_order:553,material:820,Materials of Purchase Order
purchase_order:553,payment:311,order_pm
purchase_order:1210,material:1728,Materials of Purchase Order
purchase_order:1210,material:1729,Materials of Purchase Order
purchase_order:1210,invoice receipt:1448,Invoice Receipts of Purchase Order
purchase_order:1210,payment:691,order_pm
purchase_order:691,material:992,Materials of Purchase Order
purchase_order:691,payment:404,order_pm
purchase_order:528,material:779,Materials of Purchase Order
purchase_order:528,material:780,Materials of Purchase Order
purchase_order:528,invoice receipt:640,Invoice Receipts of Purchase Order
purchase_order:528,payment:310,order_pm
purchase_order:1198,material:1741,Materials of Purchase Order
purchase_order:1198,invoice receipt:1454,Invoice Receipts of Purchase Order
purchase_order:1198,invoice receipt:1455,Invoice Receipts of Purchase Order
purchase_order:1198,invoice receipt:1453,Invoice Receipts of Purchase Order
purchase_order:1198,payment:695,order_pm
purchase_order:1027,material:1518,Materials of Purchase Order
purchase_order:1027,invoice receipt:1229,Invoice Receipts of Purchase Order
purchase_order:1027,payment:592,order_pm
purchase_order:4,material:6,Materials of Purchase Order
purchase_order:4,material:5,Materials of Purchase Order
purchase_order:4,material:4,Materials of Purchase Order
purchase_order:4,invoice receipt:3,Invoice Receipts of Purchase Order
purchase_order:4,payment:0,order_pm
purchase_order:340,material:485,Materials of Purchase Order
purchase_order:340,material:484,Materials of Purchase Order
purchase_order:340,payment:200,order_pm
purchase_order:183,material:256,Materials of Purchase Order
purchase_order:183,payment:107,order_pm
purchase_order:420,material:596,Materials of Purchase Order
purchase_order:420,payment:247,order_pm
purchase_order:869,material:1257,Materials of Purchase Order
purchase_order:869,material:1255,Materials of Purchase Order
purchase_order:869,payment:512,order_pm
purchase_order:788,material:1147,Materials of Purchase Order
purchase_order:788,payment:467,order_pm
purchase_order:1006,material:1461,Materials of Purchase Order
purchase_order:1006,invoice receipt:1195,Invoice Receipts of Purchase Order
purchase_order:1006,payment:570,order_pm
purchase_order:1439,material:2110,Materials of Purchase Order
purchase_order:1439,invoice receipt:1733,Invoice Receipts of Purchase Order
purchase_order:1439,invoice receipt:1735,Invoice Receipts of Purchase Order
purchase_order:1439,invoice receipt:1736,Invoice Receipts of Purchase Order
purchase_order:1439,invoice receipt:1734,Invoice Receipts of Purchase Order
purchase_order:1439,payment:833,order_pm
purchase_order:580,material:840,Materials of Purchase Order
purchase_order:580,payment:341,order_pm
purchase_order:1320,material:1875,Materials of Purchase Order
purchase_order:1320,material:1876,Materials of Purchase Order
purchase_order:1320,payment:773,order_pm
purchase_order:744,material:1076,Materials of Purchase Order
purchase_order:744,invoice receipt:900,Invoice Receipts of Purchase Order
purchase_order:744,invoice receipt:899,Invoice Receipts of Purchase Order
purchase_order:744,payment:435,order_pm
purchase_order:1351,material:1966,Materials of Purchase Order
purchase_order:1351,invoice receipt:1642,Invoice Receipts of Purchase Order
purchase_order:1351,invoice receipt:1640,Invoice Receipts of Purchase Order
purchase_order:1351,invoice receipt:1641,Invoice Receipts of Purchase Order
purchase_order:1351,invoice receipt:1643,Invoice Receipts of Purchase Order
purchase_order:1351,payment:799,order_pm
purchase_order:1411,material:2051,Materials of Purchase Order
purchase_order:1411,payment:826,order_pm
purchase_order:1218,material:1763,Materials of Purchase Order
purchase_order:1218,material:1762,Materials of Purchase Order
purchase_order:1218,invoice receipt:1477,Invoice Receipts of Purchase Order
purchase_order:1218,invoice receipt:1478,Invoice Receipts of Purchase Order
purchase_order:1218,payment:706,order_pm
purchase_order:926,material:1345,Materials of Purchase Order
purchase_order:926,invoice receipt:1117,Invoice Receipts of Purchase Order
purchase_order:926,invoice receipt:1118,Invoice Receipts of Purchase Order
purchase_order:926,payment:537,order_pm
purchase_order:458,material:651,Materials of Purchase Order
purchase_order:458,invoice receipt:530,Invoice Receipts of Purchase Order
purchase_order:458,payment:261,order_pm
purchase_order:415,material:585,Materials of Purchase Order
purchase_order:415,material:587,Materials of Purchase Order
purchase_order:415,invoice receipt:485,Invoice Receipts of Purchase Order
purchase_order:415,invoice receipt:486,Invoice Receipts of Purchase Order
purchase_order:415,payment:241,order_pm
purchase_order:406,material:593,Materials of Purchase Order
purchase_order:406,payment:240,order_pm
purchase_order:740,material:1086,Materials of Purchase Order
purchase_order:740,invoice receipt:896,Invoice Receipts of Purchase Order
purchase_order:740,invoice receipt:895,Invoice Receipts of Purchase Order
purchase_order:740,payment:433,order_pm
purchase_order:663,material:963,Materials of Purchase Order
purchase_order:663,material:962,Materials of Purchase Order
purchase_order:663,invoice receipt:816,Invoice Receipts of Purchase Order
purchase_order:663,invoice receipt:815,Invoice Receipts of Purchase Order
purchase_order:663,payment:391,order_pm
purchase_order:1459,material:2120,Materials of Purchase Order
purchase_order:1459,invoice receipt:1770,Invoice Receipts of Purchase Order
purchase_order:1459,invoice receipt:1771,Invoice Receipts of Purchase Order
purchase_order:1459,invoice receipt:1772,Invoice Receipts of Purchase Order
purchase_order:1459,payment:846,order_pm
purchase_order:1010,material:1472,Materials of Purchase Order
purchase_order:1010,invoice receipt:1210,Invoice Receipts of Purchase Order
purchase_order:1010,payment:576,order_pm
purchase_order:338,material:425,Materials of Purchase Order
purchase_order:338,invoice receipt:412,Invoice Receipts of Purchase Order
purchase_order:338,payment:202,order_pm
purchase_order:1000,material:1455,Materials of Purchase Order
purchase_order:1000,invoice receipt:1219,Invoice Receipts of Purchase Order
purchase_order:1000,invoice receipt:1218,Invoice Receipts of Purchase Order
purchase_order:1000,invoice receipt:1220,Invoice Receipts of Purchase Order
purchase_order:1000,invoice receipt:1217,Invoice Receipts of Purchase Order
purchase_order:1000,payment:588,order_pm
purchase_order:486,material:705,Materials of Purchase Order
purchase_order:486,payment:298,order_pm
purchase_order:1134,material:1642,Materials of Purchase Order
purchase_order:1134,invoice receipt:1365,Invoice Receipts of Purchase Order
purchase_order:1134,payment:654,order_pm
purchase_order:597,material:849,Materials of Purchase Order
purchase_order:597,material:850,Materials of Purchase Order
purchase_order:597,invoice receipt:761,Invoice Receipts of Purchase Order
purchase_order:597,payment:368,order_pm
purchase_order:804,material:1172,Materials of Purchase Order
purchase_order:804,invoice receipt:962,Invoice Receipts of Purchase Order
purchase_order:804,invoice receipt:963,Invoice Receipts of Purchase Order
purchase_order:804,payment:469,order_pm
purchase_order:1008,material:1413,Materials of Purchase Order
purchase_order:1008,payment:591,order_pm
purchase_order:1053,material:1517,Materials of Purchase Order
purchase_order:1053,material:1516,Materials of Purchase Order
purchase_order:1053,invoice receipt:1271,Invoice Receipts of Purchase Order
purchase_order:1053,invoice receipt:1272,Invoice Receipts of Purchase Order
purchase_order:1053,invoice receipt:1270,Invoice Receipts of Purchase Order
purchase_order:1053,payment:610,order_pm
purchase_order:1052,material:1503,Materials of Purchase Order
purchase_order:1052,invoice receipt:1263,Invoice Receipts of Purchase Order
purchase_order:1052,invoice receipt:1262,Invoice Receipts of Purchase Order
purchase_order:1052,invoice receipt:1264,Invoice Receipts of Purchase Order
purchase_order:1052,payment:608,order_pm
purchase_order:464,material:656,Materials of Purchase Order
purchase_order:464,payment:272,order_pm
purchase_order:982,material:1419,Materials of Purchase Order
purchase_order:982,payment:575,order_pm
purchase_order:813,material:1203,Materials of Purchase Order
purchase_order:813,material:1200,Materials of Purchase Order
purchase_order:813,material:1202,Materials of Purchase Order
purchase_order:813,material:1201,Materials of Purchase Order
purchase_order:813,invoice receipt:995,Invoice Receipts of Purchase Order
purchase_order:813,invoice receipt:996,Invoice Receipts of Purchase Order
purchase_order:813,payment:485,order_pm
purchase_order:1376,material:1993,Materials of Purchase Order
purchase_order:1376,payment:805,order_pm
purchase_order:658,material:966,Materials of Purchase Order
purchase_order:658,payment:388,order_pm
purchase_order:418,material:598,Materials of Purchase Order
purchase_order:418,invoice receipt:496,Invoice Receipts of Purchase Order
purchase_order:418,invoice receipt:497,Invoice Receipts of Purchase Order
purchase_order:418,invoice receipt:495,Invoice Receipts of Purchase Order
purchase_order:418,payment:247,order_pm
purchase_order:1123,material:1620,Materials of Purchase Order
purchase_order:1123,material:1619,Materials of Purchase Order
purchase_order:1123,invoice receipt:1355,Invoice Receipts of Purchase Order
purchase_order:1123,invoice receipt:1356,Invoice Receipts of Purchase Order
purchase_order:1123,invoice receipt:1357,Invoice Receipts of Purchase Order
purchase_order:1123,payment:650,order_pm
purchase_order:1088,material:1583,Materials of Purchase Order
purchase_order:1088,invoice receipt:1308,Invoice Receipts of Purchase Order
purchase_order:1088,payment:627,order_pm
purchase_order:390,material:555,Materials of Purchase Order
purchase_order:390,material:556,Materials of Purchase Order
purchase_order:390,payment:231,order_pm
purchase_order:685,material:986,Materials of Purchase Order
purchase_order:685,invoice receipt:834,Invoice Receipts of Purchase Order
purchase_order:685,payment:403,order_pm
purchase_order:629,material:910,Materials of Purchase Order
purchase_order:629,material:912,Materials of Purchase Order
purchase_order:629,invoice receipt:763,Invoice Receipts of Purchase Order
purchase_order:629,invoice receipt:762,Invoice Receipts of Purchase Order
purchase_order:629,invoice receipt:764,Invoice Receipts of Purchase Order
purchase_order:629,payment:369,order_pm
purchase_order:565,material:831,Materials of Purchase Order
purchase_order:565,material:834,Materials of Purchase Order
purchase_order:565,invoice receipt:690,Invoice Receipts of Purchase Order
purchase_order:565,invoice receipt:688,Invoice Receipts of Purchase Order
purchase_order:565,invoice receipt:689,Invoice Receipts of Purchase Order
purchase_order:565,payment:335,order_pm
purchase_order:770,material:1120,Materials of Purchase Order
purchase_order:770,invoice receipt:941,Invoice Receipts of Purchase Order
purchase_order:770,invoice receipt:942,Invoice Receipts of Purchase Order
purchase_order:770,payment:454,order_pm
purchase_order:1352,material:1967,Materials of Purchase Order
purchase_order:1352,payment:799,order_pm
purchase_order:1355,material:1980,Materials of Purchase Order
purchase_order:1355,invoice receipt:1639,Invoice Receipts of Purchase Order
purchase_order:1355,payment:791,order_pm
purchase_order:829,material:1206,Materials of Purchase Order
purchase_order:829,invoice receipt:1012,Invoice Receipts of Purchase Order
purchase_order:829,invoice receipt:1011,Invoice Receipts of Purchase Order
purchase_order:829,invoice receipt:1010,Invoice Receipts of Purchase Order
purchase_order:829,payment:492,order_pm
purchase_order:1456,material:2117,Materials of Purchase Order
purchase_order:1456,invoice receipt:1779,Invoice Receipts of Purchase Order
